participant_id,order,preference (1-7),post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),event (y/n),race_RA_1,race_RA_2,gender,Mutual Friends (Tom Edit),Notes,
5775,54,3,15,Hours,0,1,0,0,,,,,,
5775,55,5,1,Hours,1,0,0,0,white,,female,,,
5775,56,6,19,Hours,0,1,0,0,,,,,,
5775,57,6,38,Minutes,0,1,0,0,,,,,,
5775,58,1,58,Minutes,0,1,0,0,,,,,,
5775,59,6,,,0,1,0,0,,,,,,
5775,60,1,6,Hours,1,0,0,0,black or African American,,female,,,
6164,1,5,2,Hours,2,0,0,0,white,,female,,,
6164,2,1,20,Minutes,0,1,0,0,,,,,,
6164,3,1,,,0,1,0,0,,,,,,
6164,4,3,1,Hours,0,1,0,0,,,,,,
6164,5,3,,,0,1,0,0,,,,,,
6164,6,7,1,Days,0,1,0,0,,,,,,
6164,7,1,12,Days,0,1,0,0,,,,,,
6164,8,6,18,Hours,1,1,0,0,white,,female,,,
6164,9,6,,,0,1,0,0,,,,,,
6164,10,1,,,0,1,0,0,,,,,,
6164,11,7,18,Hours,1,0,0,0,asian,,female,,,
6164,12,4,5,Hours,0,1,0,0,,,,,,
6164,13,5,4,Hours,1,0,0,0,asian,,male,,,
6164,14,1,,,0,1,0,0,,,,,,
6164,15,6,2,Days,1,0,0,0,asian,,male,,,
6164,16,2,1,Days,1,0,0,0,white,,male,,,
6164,17,1,,,0,1,0,0,,,,,,
6164,18,3,22,Hours,1,0,0,0,asian,,female,,,
6164,19,6,1,Days,1,0,0,0,asian,,female,,,
6164,20,1,2,Minutes,0,1,0,0,,,,,,
6164,21,1,9,Minutes,0,1,0,0,,,,,,
6164,22,7,1,Hours,0,1,0,0,,,,,,
6164,23,7,3,Days,1,0,0,0,white,,female,,,
6164,24,4,3,Hours,1,0,0,0,white,,female,,,
6164,25,2,6,Hours,1,0,0,0,asian,,male,,,
6164,26,1,,,0,1,0,0,,,,,,
6164,27,1,,,0,1,0,0,,,,,,
6164,28,3,3,Hours,1,0,0,0,white,,female,,,
6164,29,4,1,Days,1,1,0,0,white,,female,,suggested,
6164,30,3,2,Days,0,1,0,0,,,,,,
6164,31,1,16,Hours,1,1,0,0,asian,,male,,,
6164,32,4,2,Days,0,1,0,0,,,,,,
6164,33,1,,,0,1,0,0,,,,,,
6164,34,7,23,Hours,1,1,0,0,asian,,female,,,
6164,35,3,,,0,1,0,0,,,,,,
6164,36,1,,,0,1,0,0,,,,,,
6164,37,3,19,Minutes,0,1,0,0,,,,,,
6164,38,6,1,Days,1,1,0,0,white,,female,,,
6164,39,7,3,Days,1,0,0,0,white,,male,,,
6164,40,7,7,Hours,0,1,0,0,,,,,,
6164,41,1,,,0,1,0,0,,,,,,
6164,42,6,2,Hours,0,1,0,0,,,,,,
6164,43,1,,,0,1,0,0,,,,,,
6164,44,2,6,Hours,1,0,0,0,white,,female,,,
6164,45,6,2,Days,1,0,0,0,white,,male,,,
6164,46,4,6,Hours,0,1,0,0,,,,,,
6164,47,7,3,Hours,0,1,0,0,,,,,,
6164,48,7,2,Days,0,1,0,0,,,,,,
6164,49,1,,,0,1,0,0,,,,,,
6164,50,3,,,0,1,0,0,,,,,,
6164,51,6,1,Days,1,1,0,0,black or African American,,male,,,
6164,52,7,4,Hours,1,0,0,0,hispanic,,male,,,
6164,53,2,21,Hours,1,0,0,0,white,,male,,,
6164,54,1,,,0,1,0,0,,,,,,
6164,55,3,3,Days,1,0,0,0,white,,female,,,
6164,56,6,20,Hours,1,0,0,0,white,,female,,,
6164,57,7,1,Days,1,0,0,0,asian,,female,,,
6164,58,7,42,Hours,1,0,0,0,asian,,male,,,
6164,59,6,1,Days,1,0,0,0,asian,,female,,,
6164,60,4,1,Days,1,0,0,0,asian,,female,,,
9706,1,5,37,Minutes,1,0,0,0,white,,female,,,
9706,2,1,,,0,1,0,0,,,,,,
9706,3,5,42,Minutes,1,0,0,0,hispanic,,female,,,
9706,4,5,45,Minutes,1,0,0,0,white,,female,,,
9706,5,1,33,Minutes,1,1,0,0,white,,female,,,
9706,6,5,45,Minutes,1,0,0,0,white,,female,,,
9706,7,1,,,0,1,0,0,,,,,,
9706,8,6,2,Hours,1,1,0,0,asian,,female,,,
9706,9,1,,,0,1,0,0,,,,,,
9706,10,4,34,Minutes,1,0,0,0,white,,female,,,
9706,11,1,20,Minutes,0,1,0,0,,,,,,
9706,12,4,,,0,1,0,0,,,,,,
9706,13,1,10,Minutes,0,1,0,0,,,,,,
9706,14,3,,,0,1,0,0,,,,,,
9706,15,2,18,Hours,1,1,0,0,white,,female,,,
9706,16,2,14,Minutes,1,1,0,0,hispanic,,male,,,
9706,17,3,,,0,1,0,0,,,,,suggested,
9706,18,2,21,Minutes,0,1,0,0,,,,,,
9706,19,3,2,Hours,1,0,0,0,white,,female,,,
9706,20,2,,,0,1,0,0,,,,,,
9706,21,1,,,0,1,0,0,,,,,,
9706,22,3,,,0,1,0,0,,,,,,
9706,23,2,8,Hours,1,0,0,0,white,,female,,,
9706,24,3,,,0,1,0,0,,,,,,
9706,25,1,,,1,0,0,0,white,,female,,,
9706,26,1,3,Hours,1,0,0,0,white,,female,,,
9706,27,1,,,0,1,0,0,,,,,,
9706,28,5,,,1,1,0,0,asian,,female,,,
9706,29,6,,,1,0,0,0,asian,,female,,,
9706,30,4,,,1,0,0,0,white,,male,,,
9706,31,3,,,0,1,0,0,,,,,,
9706,32,1,,,1,0,0,0,white,,female,,,
9706,33,4,,,1,0,0,0,white,,female,,,
9706,34,2,33,Minutes,0,1,0,0,,,,,suggested,
9706,35,4,2,Hours,1,1,0,0,white,,male,,,
9706,36,3,3,Hours,1,0,0,0,white,,male,,,
9706,37,4,23,Hours,0,1,0,0,,,,,suggested,
9706,38,2,3,Hours,1,0,0,0,white,,female,,,
9706,39,1,38,Minutes,1,1,0,0,white,,female,,,
9706,40,1,23,Hours,1,0,0,0,black or African American,,female,,,
9706,41,6,,,0,1,0,0,,,,,,
9706,42,1,,,0,1,0,0,,,,,,
9706,43,1,,,0,1,0,0,,,,,,
9706,44,4,1,Hours,0,1,0,0,,,,,,
9706,45,1,2,Hours,1,0,0,0,asian,,female,,,
9706,46,4,3,Hours,1,0,0,0,black or African American,,male,,,
9706,47,1,,,0,1,0,0,,,,,suggested,
9706,48,3,,,1,1,0,0,white,,female,,,
9706,49,2,24,Minutes,0,1,0,0,,,,,,
9706,50,2,4,Hours,1,0,0,0,asian,,male,,,
9706,51,1,,,0,1,0,0,,,,,suggested,
9706,52,4,20,Hours,0,1,0,0,,,,,,
9706,53,1,1,Hours,0,1,0,0,,,,,,
9706,54,1,,,0,1,0,0,,,,,suggested,
9706,55,2,9,Hours,1,1,0,0,hispanic,white,female,,,
9706,56,4,,,0,1,0,0,,,,,,
9706,57,4,12,Hours,1,0,0,0,white,,female,,,
9706,58,4,22,Hours,0,1,0,0,,,,,,
9706,59,2,1,Hours,1,0,0,0,asian,,male,,,
9706,60,1,28,Minutes,0,1,0,0,,,,,,
4463,1,5,19,Hours,1,1,0,0,asian,,female,,,
4463,2,3,10,Hours,1,1,0,0,asian,,female,,,
4463,3,2,19,Hours,1,1,0,0,asian,,female,,,
4463,4,5,19,Hours,1,1,0,0,asian,,female,,,
4463,5,3,,,0,1,0,0,,,,,,
4463,6,5,22,Hours,1,1,0,0,asian,,female,,,
4463,7,4,10,Hours,1,1,0,0,asian,,female,,,
4463,8,3,,,0,1,0,0,,,,,,
4463,9,6,11,Hours,1,1,0,0,asian,,male,,,
4463,10,2,,,0,1,0,0,,,,,,
4463,11,1,11,Hours,0,1,0,0,,,,,suggested,
4463,12,6,2,Hours,1,0,0,0,asian,,male,,,
4463,13,1,9,Hours,1,0,0,0,asian,,female,,,
4463,14,1,12,Hours,1,1,0,0,asian,,female,,,
4463,15,5,,,0,1,0,0,,,,,suggested,
4463,16,2,14,Hours,1,0,0,0,asian,,female,,,
4463,17,5,17,Hours,1,0,0,0,asian,,male,,,
4463,18,4,,,0,1,0,0,,,,,suggested,
4463,19,5,20,Hours,1,1,0,0,asian,,female,,,
4463,20,6,5,Hours,1,0,0,0,asian,,female,,,
4463,21,5,14,Hours,1,0,0,0,asian,,female,,,
4463,22,5,10,Hours,1,0,0,0,white,,female,,,
4463,23,3,,,0,1,0,0,,,,,,
4463,24,5,,,0,1,0,0,,,,,suggested,
4463,25,3,,,0,1,0,0,,,,,suggested,
4463,26,3,11,Hours,1,0,0,0,asian,,female,,,
4463,27,5,22,Hours,1,0,0,0,hispanic,,female,,,
4463,28,7,,,1,1,0,0,asian,,male,,,
4463,29,4,20,Hours,1,1,0,0,white,,male,,,
4463,30,7,18,Hours,1,1,0,0,asian,,female,,,
4463,31,5,,,0,1,0,0,,,,,suggested,
4463,32,3,,,1,1,0,0,asian,,female,,,
4463,33,2,10,Hours,1,1,0,0,asian,,female,,,
4463,34,5,1,Hours,1,0,0,0,black or African American,,male,,,
4463,35,4,10,Hours,1,1,0,0,asian,,female,,,
4463,36,6,5,Hours,1,0,0,0,asian,,female,,,
4463,37,2,1,Hours,1,1,0,0,asian,,female,,,
4463,38,3,,,0,1,0,0,,,,,suggested,
4463,39,4,,,1,1,0,0,asian,,female,,,
4463,40,3,,,0,1,0,0,,,,,,
4463,41,5,11,Hours,1,0,0,0,white,,female,,,
4463,42,3,,,0,1,0,0,,,,,,
4463,43,1,,,0,1,0,0,,,,,,
4463,44,2,20,Hours,1,0,0,0,asian,,male,,,
4463,45,4,5,Hours,0,1,0,0,,,,,,
4463,46,6,,,0,1,0,0,,,,,,
4463,47,5,1,Hours,,,,,,,,,,
4463,48,2,1,Hours,1,1,0,0,white,,female,,,
4463,49,4,11,Hours,0,1,0,0,,,,,,
4463,50,5,3,Hours,1,0,0,0,asian,,male,,,
4463,51,5,39,Minutes,0,1,0,0,,,,,suggested,
4463,52,3,,,0,1,0,0,,,,,,
4463,53,4,18,Hours,1,1,0,0,white,,female,,,
4463,54,7,,,0,1,0,0,,,,,,
4463,55,6,,,0,1,0,0,,,,,suggested,
4463,56,2,20,Hours,1,1,0,0,asian,,female,,,
4463,57,4,10,Hours,1,1,0,0,asian,,female,,,
4463,58,2,4,Minutes,1,1,0,0,asian,,female,,,
4463,59,6,,,0,1,0,0,,,,,suggested,
4463,60,6,,,1,1,0,0,asian,,male,,,
3984,1,5,2,Hours,1,1,0,0,hispanic,,female,,,
3984,2,7,6,Hours,1,1,0,0,hispanic,,female,,,
3984,3,2,2,Hours,1,1,0,0,hispanic,,male,,,
3984,4,3,,,0,1,0,0,,,,,,
3984,5,5,7,Hours,1,1,0,0,black or African American,,male,,,
3984,6,1,23,Hours,1,0,0,0,hispanic,,female,,,
3984,7,1,,,0,1,0,0,,,,,suggested,
3984,8,4,,,1,0,0,0,hispanic,,female,,,
3984,9,3,12,Hours,1,1,0,0,white,,female,,,
3984,10,5,6,Hours,1,1,0,0,hispanic,,female,,,
3984,11,2,3,Hours,1,1,0,0,black or African American,hispanic,female,,,
3984,12,5,10,Hours,1,1,0,0,asian,,male,,,
3984,13,2,1,Hours,1,1,0,0,asian,,female,,,
3984,14,3,,,0,1,0,0,,,,,,
3984,15,1,,,0,1,0,0,,,,,,
3984,16,3,15,Hours,1,1,0,0,white,,female,,,
3984,17,1,4,Hours,1,1,0,0,hispanic,,female,,,
3984,18,1,5,Hours,1,1,0,0,,,,,unidentifiable,
3984,19,2,17,Hours,1,1,0,0,white,,male,,,
3984,20,4,2,Hours,1,1,0,0,hispanic,,female,,,
3984,21,6,22,Hours,1,1,0,0,hispanic,,male,,,
3984,22,1,,,0,1,0,0,,,,,,
3984,23,1,,,0,1,0,0,,,,,,
3984,24,3,,,0,1,0,0,,,,,,
3984,25,1,3,Hours,0,1,0,0,,,,,,
3984,26,4,7,Hours,1,1,0,0,white,,male,,,
3984,27,1,,,1,1,0,0,asian,,female,,,
3984,28,3,18,Hours,1,1,0,0,white,,male,,,
3984,29,6,3,Hours,1,1,0,0,asian,,female,,,
3984,30,1,23,Hours,1,1,0,0,white,,male,,,
3984,31,1,10,Hours,1,1,0,0,asian,,female,,,
3984,32,3,3,Hours,1,1,0,0,hispanic,,male,,,
3984,33,1,,,0,1,0,0,,,,,,
3984,34,4,54,Minutes,1,0,0,0,black or African American,,male,,,
3984,35,7,,,1,1,0,0,asian,,female,,,
3984,36,2,5,Hours,1,1,0,0,white,,female,,,
3984,37,2,7,Hours,1,1,0,0,white,,male,,,
3984,38,4,,,1,1,0,0,hispanic,,female,,,
3984,39,1,,,0,1,0,0,,,,,,
3984,40,7,,,0,1,0,0,,,,,,
3984,41,7,13,Hours,1,1,0,0,asian,,female,,,
3984,42,1,,,0,1,0,0,,,,,,
3984,43,6,6,Hours,1,1,0,0,white,,female,,,
3984,44,1,,,0,1,0,0,,,,,,
3984,45,1,1,Hours,1,1,0,0,white,,female,,,
3984,46,4,7,Hours,1,1,0,0,asian,,female,,,
3984,47,2,2,Minutes,1,0,0,0,white,,female,,,
3984,48,7,,,0,1,0,0,,,,,,
3984,49,3,,,1,1,0,0,white,,male,,,
3984,50,3,,,0,1,0,0,,,,,,
3984,51,4,6,Hours,1,1,0,0,white,,female,,,
3984,52,4,5,Hours,1,1,0,0,white,,female,,,
3984,53,1,12,Hours,1,1,0,0,white,,male,,,
3984,54,7,53,Hours,1,1,0,0,hispanic,,female,,,
3984,55,1,,,0,1,0,0,,,,,,
3984,56,1,,,0,1,0,0,,,,,,
3984,57,6,,,1,1,0,0,asian,,female,,,
3984,58,3,,,1,1,0,0,white,,female,,,
3984,59,5,22,Hours,1,1,0,0,asian,,male,,,
3984,60,1,1,Hours,0,1,0,0,,,,,,
7618,1,4,20,Hours,1,1,0,0,White,,Male,,,
7618,2,2,7,Minutes,1,0,0,0,White,,Male,,,
7618,3,1,14,Hours,1,0,0,0,White,,Female,,,
7618,4,1,1,Hours,1,1,0,0,Asian,,Male,,,
7618,5,1,1,Days,1,1,0,0,Hispanic,,Female,,,
7618,6,2,14,Minutes,1,0,0,0,White,,Female,,,
7618,7,6,1,Days,0,0,0,0,,,,,company,
7618,8,7,23,Hours,1,1,0,0,,,,,no profile photo,
7618,9,1,40,Minutes,1,1,0,0,White,,Female,,,
7618,10,1,14,Minutes,1,0,0,0,White,,Male,,Post written in Turkish. Political post,
7618,11,1,1,Hours,1,1,0,0,White,,Male,,,
7618,12,6,17,Hours,0,0,0,0,,,,,company,
7618,13,1,1,Hours,1,1,0,0,White,,Female,,,
7618,14,2,1,Hours,1,1,0,0,Hispanic,,Female,,,
7618,15,5,1,Days,0,0,0,0,,,,,company,
7618,16,7,3,Days,1,0,0,0,White,,Male,,,
7618,17,2,2,Days,0,0,0,0,,,,,company,
7618,18,1,1,Hours,1,1,0,0,Asian,,Female,,,
7618,19,1,1,Days,0,0,0,0,,,,,company,
7618,20,3,3,Hours,1,1,0,0,Asian,,Female,,,
7618,21,1,1,Minutes,1,0,0,0,White,,Male,,in turkish,
7618,22,4,1,Days,1,0,0,0,Hispanic,,Female,,,
7618,23,1,1,Days,1,1,0,0,White,,Female,,,
7618,24,7,2,Days,1,0,0,0,Asian,,Male,,,
7618,25,2,2,Days,1,0,0,0,Asian,,Female,,,
7618,26,1,1,Days,1,1,0,0,,,,,no profile photo,
7618,27,7,1,Days,1,0,0,0,,,,,page for public figure,
7618,28,1,2,Days,1,0,0,0,White,,Male,,in turkish,
7618,29,6,1,Days,1,0,0,0,,,,,no profile photo,
7618,30,1,22,Hours,1,0,0,0,White,,Female,,,
7618,31,1,1,Days,0,0,0,0,,,,,company. in turkish,
7618,32,3,1,Days,0,0,0,0,,,,,company,
7618,33,2,1,Days,0,0,0,0,,,,,company,
7618,34,1,1,Hours,1,1,0,0,White,,Female,,,
7618,35,1,1,Days,1,1,0,0,White,,Female,,,
7618,36,4,2,Days,0,0,0,0,,,,,news article,
7618,37,2,3,Days,1,0,0,0,Hispanic,,Female,,,
7618,38,1,1,Days,1,0,0,0,White,,Female,,,
7618,39,1,1,Hours,1,1,0,0,White,,Female,,,
7618,40,6,3,Days,1,0,0,0,,,,,page for public figure,
7618,41,1,1,Days,1,1,0,0,White,,Female,,,
7618,42,6,6,Hours,0,0,0,0,,,,,company,
7618,43,6,6,Hours,1,0,0,0,,,,,in turkish. public figure,
7618,44,4,2,Hours,0,0,0,0,,,,,company,
7618,45,6,3,Hours,0,0,0,0,,,,,company,
7618,46,2,11,Hours,1,0,0,0,,,,,in turkish. public figure,
7618,47,6,5,Hours,0,0,0,0,,,,,company,
7618,48,5,1,Days,0,0,0,0,,,,,company,
7618,49,1,1,Hours,1,1,0,0,Asian,,Female,,,
7618,50,2,7,Hours,0,0,0,0,,,,,movie trailer in turkish,
7618,51,1,4,Hours,0,0,0,0,,,,,company,
7618,52,3,2,Days,0,0,0,0,,,,,tv show in turkish,
7618,53,5,10,Hours,0,0,0,0,,,,,company,
7618,54,1,5,Hours,0,0,0,0,,,,,company,
7618,55,1,2,Hours,0,0,0,0,,,,,company,
7618,56,1,7,Hours,0,0,0,0,,,,,company,
7618,57,4,2,Hours,0,0,0,0,,,,,company,
7618,58,1,1,Hours,1,1,0,0,White,,Female,,,
7618,59,1,22,Hours,0,0,0,0,,,,,tv show in turkish,
7618,60,1,1,Hours,1,1,0,0,Asian,,Female,,,
4877,1,5,2,Hours,1,0,0,0,Hispanic,,Female,,,
4877,2,1,1,Days,1,1,0,0,,,,,no profile photo,
4877,3,3,23,Minutes,1,1,0,0,White,,Female,,,
4877,4,6,18,Hours,1,0,0,0,Hispanic,,Female,,,
4877,5,6,20,Hours,1,0,0,0,Hispanic,,Male,,,
4877,6,5,22,Hours,1,0,0,0,Black or African American,,Female,,,
4877,7,3,1,Days,1,1,0,0,White,,Female,,,
4877,8,2,15,Hours,1,0,0,0,,,,,no profile photo,
4877,9,5,2,Days,0,0,0,0,,,,,suggested post. Company,
4877,10,5,6,Minutes,1,1,0,0,Asian,,Male,,,
4877,11,4,17,Hours,1,1,0,0,Asian,,Female,,,
4877,12,6,2,Days,1,1,0,0,Asian,,Male,,,
4877,13,3,3,Days,0,0,0,0,,,,,Suggested post. COmpany,
4877,14,3,3,Hours,1,0,0,0,Hispanic,,Female,,,
4877,15,6,18,Hours,1,0,0,0,Hispanic,,Female,,,
4877,16,5,16,Hours,1,0,0,0,,,,,No profile photo,
4877,17,6,1,Days,1,1,0,0,Hispanic,,Male,,,
4877,18,4,2,Days,0,0,0,0,,,,,suggested post company,
4877,19,4,1,Hours,1,1,0,0,White,,Female,,,
4877,20,2,2,Days,0,0,0,0,,,,,suggested post company,
4877,21,2,1,Hours,1,1,0,0,,,,,no profile photo,
4877,22,5,1,Hours,1,1,0,0,Asian,,Female,,,
4877,23,4,11,Minutes,1,1,0,0,,,,,No profile photo,
4877,24,4,2,Days,1,1,0,0,White,,Female,,,
4877,25,3,15,Days,0,0,0,0,,,,,suggested post company,
4877,26,7,20,Hours,1,0,0,0,Hispanic,,Female,,,
4877,27,4,3,Days,0,0,0,0,,,,,suggested post company,
4877,28,5,15,Hours,1,0,0,0,White,,Female,,,
4877,29,2,1,Days,1,0,0,0,Black or African American,,Female,,,
4877,30,6,10,Hours,1,0,0,0,Hispanic,,Male,,,
4877,31,7,3,Days,0,0,0,0,,,,,suggested post company,
4877,32,7,2,Hours,1,0,0,0,Hispanic,,Male,,,
4877,33,2,13,Hours,1,1,0,0,Asian,,Female,,,
4877,34,4,20,Hours,1,1,0,0,Hispanic,,Female,,,
4877,35,1,1,Days,1,1,0,0,White,,Female,,,
4877,36,5,1,Days,0,0,0,0,,,,,suggested post company,
4877,37,2,13,Hours,1,0,0,0,Hispanic,,Male,,,
4877,38,4,13,Hours,1,1,0,0,Asian,,Male,,,
4877,39,4,2,Days,0,0,0,0,,,,,suggested post company,
4877,40,4,23,Hours,1,0,0,0,Hispanic,,Female,,,
4877,41,6,1,Hours,1,1,0,0,White,,Female,,,
4877,42,3,23,Hours,1,1,0,0,White,,Female,,,
4877,43,6,7,Days,0,0,0,0,,,,,suggested post company,
4877,44,5,6,Hours,1,0,0,0,,,,,no profile photo,
4877,45,5,17,Hours,1,0,0,0,Black or African American,,Male,,,
4877,46,3,12,Hours,1,0,0,0,Hispanic,,Male,,,
4877,47,3,2,Days,0,0,0,0,,,,,suggested post company,
4877,48,5,5,Days,1,1,0,0,White,,Male,,,
4877,49,4,14,Hours,1,0,0,0,Black or African American,,Male,,,
4877,50,5,23,Hours,1,0,0,0,Hispanic,,Female,,,
4877,51,1,2,Days,0,0,0,0,,,,,suggested post company,
4877,52,5,17,Hours,1,1,0,0,Black or African American,,Male,,,
4877,53,1,17,Minutes,1,1,0,0,Hispanic,,Male,,,
4877,54,2,2,Days,0,0,0,0,,,,,suggested post company,
4877,55,5,2,Days,1,1,0,0,White,,Female,,,
4877,56,6,3,Days,0,0,0,0,,,,,suggested post company,
4877,57,5,1,Days,1,1,0,0,Hispanic,,Female,,,
4877,58,2,2,Days,1,1,0,0,White,,Female,,,
4877,59,3,1,Days,1,0,0,0,Hispanic,,Male,,,
4877,60,4,10,Hours,1,0,0,0,Hispanic,,Male,,,
7124,1,4,37,Minutes,1,0,0,0,white,,female,,,
7124,2,5,,,1,1,0,0,asian,,female,,,
7124,3,4,1,Hours,1,0,0,0,white,,female,,,
7124,4,2,,,1,1,0,0,asian,,male,,,
7124,5,6,2,Hours,1,0,0,0,asian,,female,,,
7124,6,2,11,Minutes,1,1,0,0,asian,,female,,,
7124,7,4,17,Hours,1,0,0,0,black or African American,,female,,,
7124,8,4,2,Hours,1,0,0,0,asian,,male,,,
7124,9,2,4,Days,0,1,0,0,,,,,suggested,
7124,10,2,13,Hours,0,1,0,0,,,,,,
7124,11,2,31,Minutes,1,1,0,0,white,,female,,,
7124,12,2,1,Days,1,1,0,0,asian,,female,,,
7124,13,6,36,Minutes,1,0,0,0,asian,,female,,,
7124,14,2,19,Hours,1,1,0,0,asian,,female,,,
7124,15,5,,,0,1,0,0,,,,,suggeseted,
7124,16,4,18,Hours,1,0,0,0,asian,white,male,,,
7124,17,4,18,Hours,1,0,0,0,hispanic,,female,,,
7124,18,3,52,Minutes,1,0,0,0,black or African American,,female,,,
7124,19,3,12,Hours,1,1,0,0,asian,,female,,,
7124,20,5,3,Days,1,0,0,0,asian,,female,,,
7124,21,3,2,Days,1,1,0,0,white,,female,,,
7124,22,4,1,Days,1,0,0,0,asian,,female,,,
7124,23,3,,,0,1,0,0,,,,,,
7124,24,1,,,0,1,0,0,,,,,,
7124,25,5,3,Days,1,0,0,0,asian,,male,,,
7124,26,1,2,Days,1,1,0,0,asian,,female,,,
7124,27,1,,,0,1,0,0,,,,,suggested,
7124,28,2,2,Days,1,1,0,0,asian,,female,,,
7124,29,3,3,Days,1,0,0,0,black or African American,,male,,,
7124,30,3,2,Days,1,0,0,0,hispanic,,female,,,
7124,31,5,1,Days,0,1,0,0,,,,,,
7124,32,1,,,0,1,0,0,,,,,,
7124,33,2,,Days,1,0,0,0,asian,,female,,,
7124,34,2,3,Days,1,0,0,0,white,,female,,,
7124,35,6,27,Minutes,0,1,0,0,,,,,suggested,
7124,36,2,3,Days,1,1,0,0,white,,male,,,
7124,37,1,2,Days,1,1,0,0,asian,,male,,,
7124,38,4,3,Days,1,0,0,0,white,,male,,,
7124,39,1,,,0,1,0,0,,,,,suggested,
7124,40,4,1,Hours,1,0,0,0,white,,female,,,
7124,41,1,3,Days,1,1,0,0,asian,,male,,,
7124,42,1,2,Days,1,1,0,0,asian,,female,,,
7124,43,2,4,Hours,1,0,0,0,black or African American,,male,,,
7124,44,1,3,Days,1,1,0,0,asian,,female,,,
7124,45,5,4,Hours,0,1,0,0,,,,,suggested,
7124,46,6,29,Minutes,0,1,0,0,,,,,,
7124,47,1,2,Days,1,0,0,0,asian,,female,,,
7124,48,7,7,Minutes,0,1,0,0,,,,,,
7124,49,2,3,Days,1,1,0,0,asian,,female,,,
7124,50,1,,,0,1,0,0,,,,,suggested,
7124,51,2,2,Days,0,1,0,0,,,,,,
7124,52,2,6,Hours,0,1,0,0,,,,,,
7124,53,3,3,Days,1,0,0,0,black or African American,,,,f,
7124,54,3,3,Days,1,0,0,0,white,,male,,,
7124,55,6,18,Hours,1,1,0,0,,,male,,,
7124,56,2,28,Minutes,1,0,0,0,asian,,female,,,
7124,57,1,2,Days,1,0,0,0,black or African American,,female,,,
7124,58,1,5,Hours,1,0,0,0,black or African American,,female,,,
7124,59,2,,,1,0,0,0,white,,female,,,
7124,60,1,,,0,1,0,0,,,,,,
3637,1,3,42,Minutes,1,1,0,0,white,,male,,,
3637,2,4,38,Minutes,1,1,0,0,white,,male,,,
3637,3,6,4,Hours,0,1,0,0,,,,,,
3637,4,4,1,Days,1,0,0,0,white,,male,,,
3637,5,1,1,Days,1,0,0,0,white,,female,,,
3637,6,2,1,Days,1,0,0,0,hispanic,,female,,,
3637,7,5,1,Days,0,1,0,0,,,,,,
3637,8,2,3,Hours,1,0,0,0,white,,female,,,
3637,9,3,18,Hours,1,1,0,0,hispanic,,female,,,
3637,10,2,1,Days,0,1,0,0,,,,,,
3637,11,2,,,0,1,0,0,,,,,,
3637,12,2,23,Hours,1,0,0,0,white,,female,,,
3637,13,3,,,1,0,0,0,black or African American,,female,,,
3637,14,4,1,Hours,1,1,0,0,white,,male,,,
3637,15,3,1,Days,1,0,0,0,asian,,female,,,
3637,16,6,14,Minutes,0,1,0,0,,,,,,
3637,17,2,22,Hours,1,1,0,0,white,,female,,,
3637,18,2,3,Hours,1,0,0,0,hispanic,,female,,,
3637,19,4,1,Days,1,0,0,0,white,,male,,,
3637,20,4,2,Days,1,0,0,0,white,,male,,,
3637,21,2,2,Days,1,1,0,0,white,,female,,,
3637,22,2,2,Days,0,1,0,0,,,,,,
3637,23,1,2,Days,1,1,0,0,white,,female,,,
3637,24,1,1,Days,1,0,0,0,white,,female,,,
3637,25,2,2,Days,1,0,0,0,white,,female,,,
3637,26,1,1,Hours,1,0,0,0,hispanic,,female,,,
3637,27,1,1,Days,0,1,0,0,,,,,,
3637,28,2,2,Days,1,1,0,0,white,,female,,,
3637,29,1,2,Days,1,0,0,0,white,,female,,,
3637,30,1,,,0,1,0,0,,,,,,
3637,31,1,,,0,1,0,0,,,,,,
3637,32,3,20,Hours,1,0,0,0,white,,female,,,
3637,33,2,1,Hours,0,1,0,0,,,,,,
3637,34,2,1,Days,0,1,0,0,,,,,,
3637,35,2,2,Hours,1,0,0,0,white,,female,,,
3637,36,2,2,Hours,1,0,0,0,asian,,female,,,
3637,37,2,2,Days,1,1,0,0,asian,,male,,,
3637,38,6,2,Days,0,1,0,0,,,,,,
3637,39,1,1,Days,0,1,0,0,,,,,,
3637,40,3,,,0,1,0,0,,,,,,
3637,41,2,8,Hours,1,0,0,0,white,,female,,,
3637,42,3,2,Days,1,0,0,0,asian,,female,,,
3637,43,2,1,Hours,1,1,0,0,white,,male,,,
3637,44,2,3,Days,1,0,0,0,white,,female,,,
3637,45,3,4,Hours,1,0,0,0,white,,male,,,
3637,46,1,1,Days,0,1,0,0,,,,,,
3637,47,3,1,Hours,1,1,0,0,white,,male,,,
3637,48,5,1,Days,0,1,0,0,,,,,,
3637,49,1,,,0,1,0,0,,,,,,
3637,50,1,,,0,1,0,0,,,,,,
3637,51,3,1,Days,1,0,0,0,asian,,female,,,
3637,52,2,3,Hours,1,0,0,0,white,,female,,,
3637,53,2,17,Hours,1,0,0,0,white,,female,,,
3637,54,2,16,Hours,1,0,0,0,asian,,male,,,
3637,55,1,1,Hours,1,0,0,0,asian,,female,,,
3637,56,1,3,Hours,1,1,0,0,white,,female,,,
3637,57,1,10,Hours,1,0,0,0,asian,,male,,,
3637,58,3,1,Days,0,1,0,0,,,,,,
