participant_id,order,preference (1-7),post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),event (y/n),race_RA_1,race_RA_2,gender,Mutual Friends (Tom Edit),Notes,
6639,8,6,15,Hours,1,1,0,0,asian,,male,,,
6639,9,7,10,Hours,1,1,0,0,white,,male,,,
6639,10,4,2,Hours,1,1,0,0,asian,,female,,,
6639,11,2,5,Hours,1,1,0,0,white,,male,,,
6639,12,1,,,0,1,0,0,,,,,,
6639,13,3,3,Hours,1,1,0,0,asian,,female,,,
6639,14,1,33,Minutes,1,1,0,0,asian,,male,,,
6639,15,3,3,Hours,1,1,0,0,asian,,male,,,
6639,16,1,1,Hours,1,1,0,0,asian,,female,,,
6639,17,1,,,0,1,0,0,,,,,,
6639,18,4,13,Hours,1,1,0,0,white,,female,,,
6639,19,5,1,Hours,1,1,0,0,white,,male,,,
6639,20,3,,,0,1,0,0,,,,,,
6639,21,1,,,0,1,0,0,,,,,,
6639,22,1,,,0,1,0,0,,,,,,
6639,23,7,1,Hours,1,1,0,0,asian,,female,,,
6639,24,1,,,0,1,0,0,,,,,,
6639,25,3,39,Minutes,1,1,0,0,asian,,female,,,
6639,26,3,,,1,1,0,0,asian,,male,,,
6639,27,5,20,Hours,1,1,0,0,asian,,female,,,
6639,28,4,4,Hours,1,1,0,0,asian,,male,,,
6639,29,1,,,0,1,0,0,,,,,,
6639,30,1,8,Hours,1,1,0,0,hispanic,,female,,,
6639,31,4,15,Hours,1,1,0,0,asian,,female,,,
6639,32,6,,,1,1,0,0,hispanic,,male,,,
6639,33,4,1,Hours,1,1,0,0,asian,,male,,,
6639,34,3,,,0,1,0,0,,,,,,
6639,35,2,3,Hours,1,1,0,0,asian,,male,,,
6639,36,3,3,Hours,1,1,0,0,black or African American,,female,,,
6639,37,1,3,",",1,1,0,0,white,,male,,,
6639,38,1,1,Hours,1,1,0,0,white,,female,,,
6639,39,3,,,0,1,0,0,,,,,,
6639,40,3,2,Hours,1,1,0,0,white,,male,,,
6639,41,1,53,Minutes,1,1,0,0,white,,female,,,
6639,42,5,,,1,1,0,0,asian,,male,,,
6639,43,2,39,Minutes,1,1,0,0,,,,,unidentifiable,
6639,44,1,,,0,1,0,0,,,,,,
6639,45,2,,,1,1,0,0,white,,male,,,
6639,46,2,,,1,1,0,0,asian,,female,,,
6639,47,4,,,1,1,0,0,asian,,female,,,
6639,48,4,4,Hours,1,1,0,0,white,,female,,,
6639,49,1,,,0,1,0,0,,,,,,
6639,50,3,1,Hours,1,1,0,0,asian,,female,,,
6639,51,1,10,Hours,1,1,0,0,asian,,male,,,
6639,52,6,,,0,1,0,0,,,,,,
6639,53,2,10,Hours,1,1,0,0,asian,,female,,,
6639,54,5,,,0,1,0,0,,,,,,
6639,55,3,4,Hours,1,1,0,0,white,,male,,,
6639,56,2,5,Hours,1,1,0,0,asian,,female,,,
6639,57,1,,,0,1,0,10,,,,,,
6639,58,2,55,Minutes,1,1,0,0,asian,,male,,,
6639,59,3,,,0,1,0,0,,,,,,
6639,60,5,3,Hours,1,1,0,0,asian,,female,,,
5449,1,5,1,Days,1,0,0,0,Asian,,Male,,,
5449,2,5,2,Days,1,0,0,0,Asian,,Male,,,
5449,3,2,22,Hours,0,1,0,0,,,,,,
5449,4,3,3,Days,1,1,0,0,Asian,,Male,,,
5449,5,1,3,Days,0,0,0,0,,,,,,
5449,6,6,1,Days,1,0,0,0,Asian,,Male,,Shared Mamory,
5449,7,1,4,Days,0,0,0,0,,,,,,
5449,8,2,2,Hours,1,1,0,0,White,,Male,,,
5449,9,5,1,Days,0,0,0,0,Asian,,Male,,Celebrity's Page,
5449,10,5,3,Days,0,0,0,0,,,,,,
5449,11,4,5,Days,0,0,0,0,,,,,,
5449,12,5,2,Days,0,0,0,0,,,,,,
5449,13,5,2,Days,0,0,0,0,Asian,,Male,,Celebrity's Page,
5449,14,2,2,Hours,1,1,0,0,White,,Female,,,
5449,15,5,1,Days,1,0,0,0,Asian,,Male,,,
5449,16,1,1,Hours,1,1,0,0,White,,Female,,,
5449,17,5,2,Hours,0,0,0,0,,,,,,
5449,18,5,19,Hours,1,0,0,0,Asian,,Male,,,
5449,19,1,5,Hours,0,1,0,0,,,,,,
5449,20,1,3,Days,0,0,0,0,,,,,,
5449,21,1,1,Days,0,0,0,0,,,,,,
5449,22,1,22,Hours,1,1,0,0,Asian,,Female,,,
5449,23,6,3,Days,1,0,0,0,Asian,,Male,,,
5449,24,5,5,Hours,1,1,0,0,Asian,,Male,,,
5449,25,5,11,Hours,1,0,0,0,Asian,,Male,,,
5449,26,1,1,Days,1,1,0,0,White,,Female,,,
5449,27,1,15,Hours,0,0,0,0,,,,,,
5449,28,4,11,Hours,1,0,0,0,Asian,,Male,,,
5449,29,5,6,Hours,1,1,0,0,White,,Female,,,
5449,30,4,1,Days,1,0,0,0,Asian,,Male,,,
5449,31,1,13,Hours,0,0,0,0,,,,,,
5449,32,1,6,Hours,0,0,0,0,,,,,,
5449,33,1,5,Hours,1,1,0,0,White,,Female,,,
5449,34,1,1,Days,1,1,0,0,White,,Male,,,
5449,35,1,2,Days,0,0,0,0,,,,,,
5449,36,3,3,Hours,1,1,0,0,Asian,,Female,,,
5449,37,4,19,Hours,1,0,0,0,Asian,,Male,,,
5449,38,1,12,Hours,0,0,0,0,,,,,,
5449,39,1,1,Days,1,1,0,0,Asian,,Female,,,
5449,40,3,1,Days,1,0,0,0,Asian,,Male,,Shared Mamory,
5449,41,1,3,Days,0,0,0,0,,,,,,
5449,42,5,21,Hours,1,1,0,0,Asian,,Male,,,
5449,43,5,2,Days,1,0,0,0,Asian,,Male,,,
5449,44,1,11,Hours,0,0,0,0,,,,,,
5449,45,1,18,Hours,1,1,0,0,White,,Female,,,
5449,46,1,1,Days,0,0,0,0,,,,,,
5449,47,1,1,Days,1,1,0,0,Asian,,Male,,,
5449,48,1,2,Days,0,0,0,0,,,,,,
5449,49,1,1,Days,1,1,0,0,White,,Male,,,
5449,50,2,1,Days,1,1,0,0,White,,Male,,,
5449,51,2,2,Days,1,0,0,0,Asian,,Male,,,
5449,52,5,3,Days,1,0,0,0,Asian,,Male,,,
5449,53,1,3,Days,1,1,0,0,White,,Female,,,
5449,54,1,18,Hours,1,1,0,0,White,,Female,,,
5449,55,4,19,Hours,1,0,0,0,Asian,,Male,,,
5449,56,4,2,Days,1,0,0,0,Asian,,Male,,,
5449,57,6,3,Days,1,1,0,0,White,,Female,,,
5449,58,5,3,Days,1,0,0,0,Asian,,Male,,,
5449,59,1,1,Days,1,1,0,0,White,,Male,,,
5449,60,1,6,Days,1,1,0,0,Asian,,Male,,,
1989,1,5,3,Hours,1,0,0,0,Hispanic,,Female,,,
1989,2,3,1,Hours,1,0,0,0,White,,Female,,,
1989,3,1,48,Minutes,1,1,0,0,White,,Female,,,
1989,4,1,43,Minutes,1,1,0,0,Hispanic,,Female,,,
1989,5,1,15,Hours,1,1,0,0,White,,Female,,,
1989,6,2,1,Hours,1,1,0,0,White,,Female,,,
1989,7,4,18,Hours,1,0,0,0,White,,Female,,,
1989,8,6,2,Hours,1,0,0,0,White,,Female,,,
1989,9,3,3,Hours,0,0,0,0,,,,,,
1989,10,3,3,Hours,1,0,0,0,Hispanic,,Female,,,
1989,11,3,21,Hours,0,0,0,0,,,,,Suggested Post,
1989,12,1,2,Hours,1,1,0,0,White,,Female,,,
1989,13,3,21,Hours,1,1,0,0,White,,Female,,,
1989,14,4,2,Days,1,0,0,0,White,,Female,,,
1989,15,6,4,Days,0,0,0,0,,,,,Suggested Post,
1989,16,4,16,Hours,1,0,0,0,White,,Female,,,
1989,17,1,23,Hours,1,0,0,0,White,,Female,,,
1989,18,6,3,Days,1,0,0,0,White,,Female,,,
1989,19,1,2,Minutes,1,1,0,0,White,,Female,,,
1989,20,5,5,Days,0,0,0,0,,,,,Suggested Post,
1989,21,1,15,Hours,1,1,0,0,Asian,,Female,,,
1989,22,2,53,Minutes,1,1,0,0,Hispanic,,Female,,,
1989,23,5,1,Days,1,0,0,0,White,,Female,,,
1989,24,3,2,Hours,1,0,0,0,White,,Female,,,
1989,25,2,5,Days,0,0,0,0,,,,,Suggested Post,
1989,26,1,19,Hours,1,1,0,0,White,,Female,,,
1989,27,1,54,Minutes,1,1,0,0,White,,Female,,,
1989,28,3,1,Days,1,0,0,0,White,,Female,,,
1989,29,1,51,Minutes,1,1,0,0,White,,Female,,,
1989,30,2,2,Hours,1,1,0,0,White,,Female,,,
1989,31,1,1,Hours,0,0,0,0,,,,,Suggested Post,
1989,32,2,17,Minutes,1,0,0,0,White,,Female,,,
1989,33,1,17,Hours,1,1,0,0,White,,Female,,,
1989,34,3,6,Days,1,0,0,0,Hispanic,,Female,,Suggested Post,
1989,35,6,16,Hours,1,0,0,0,White,,Female,,,
1989,36,4,1,Days,1,0,0,0,White,,Male,,,
1989,37,2,2,Days,1,0,0,0,White,,Male,,Suggested Post,
1989,38,1,2,Days,1,1,0,0,White,,Female,,,
1989,39,6,15,Hours,1,0,0,0,White,,Female,,,
1989,40,3,4,Hours,1,0,0,0,White,,Female,,,
1989,41,1,14,Hours,0,0,0,0,,,,,Suggested Post,
1989,42,5,11,Hours,1,0,0,0,White,,Female,,,
1989,43,6,23,Hours,1,0,0,0,White,,Female,,,
1989,44,4,13,Hours,1,0,0,0,White,,Female,,,
1989,45,4,7,Days,0,0,0,0,,,,,Suggested Post,
1989,46,5,1,Days,1,0,0,0,White,,Female,,,
1989,47,6,1,Days,1,0,0,0,White,,Female,,,
1989,48,5,1,Days,1,0,0,0,White,,Male,,,
1989,49,4,5,Days,0,0,0,0,,,,,Suggested Post,
1989,50,4,2,Days,1,0,0,0,White,,Female,,,
1989,51,1,1,Days,1,1,0,0,White,,Female,,,
1989,52,4,17,Hours,1,0,0,0,White,,Female,,,
1989,53,5,4,Days,0,0,0,0,,,,,Suggested Post,
1989,54,1,13,Hours,1,1,0,0,White,,Female,,,
1989,55,1,9,Hours,1,1,0,0,White,,Female,,,
1989,56,1,1,Days,1,1,0,0,White,,Female,,,
1989,57,3,2,Days,1,0,0,0,White,,Male,,,
1989,58,1,5,Minutes,1,1,0,0,White,,Female,,,
1989,59,4,4,Days,0,0,0,0,,,,,Suggested Post,
1989,60,1,23,Hours,1,1,0,0,White,,Female,,,
8968,1,2,7,Hours,1,1,0,0,Asian,,Female,,,
8968,2,5,3,Hours,1,1,0,0,Asian,,Male,,,
8968,3,3,22,Hours,1,1,0,0,Asian,,Male,,,
8968,4,2,14,Hours,1,1,0,0,White,,Male,,,
8968,5,3,22,Hours,1,1,0,0,Asian,,Female,,,
8968,6,5,45,Minutes,1,0,0,0,Asian,,Male,,,
8968,7,2,3,Hours,1,1,0,0,Asian,,Female,,,
8968,8,5,11,Minutes,1,0,0,0,Asian,,Male,,,
8968,9,3,20,Hours,1,1,0,0,White,,Female,,,
8968,10,6,15,Hours,1,0,0,0,White,,Male,,Suggested Post,
8968,11,3,22,Hours,1,1,0,0,Asian,,Female,,,
8968,12,5,5,Hours,1,1,0,0,White,,Male,,,
8968,13,2,1,Days,1,1,0,0,Asian,,Female,,,
8968,14,2,3,Days,0,0,0,0,,,,,Suggested Post,
8968,15,2,22,Hours,1,1,0,0,Asian,,Male,,,
8968,16,6,2,Days,1,1,0,0,Asian,,Male,,,
8968,17,6,14,Hours,1,0,0,0,Asian,,Male,,,
8968,18,6,2,Days,1,1,0,0,White,,Male,,,
8968,19,6,22,Hours,1,0,0,0,Asian,,Female,,,
8968,20,3,7,Hours,1,1,0,0,Asian,,Male,,,
8968,21,6,2,Days,1,1,0,0,Asian,,Male,,,
8968,22,5,23,Hours,1,1,0,0,Asian,,Female,,,
8968,23,2,2,Days,1,1,0,0,Asian,,Male,,,
8968,24,1,1,Days,1,1,0,0,Asian,,Male,,,
8968,25,3,2,Days,1,1,0,0,Asian,,Female,,,
8968,26,4,8,Days,1,0,0,0,White,,Male,,Suggested Post,
8968,27,2,1,Days,1,1,0,0,Asian,,Male,,,
8968,28,6,4,Days,1,0,0,0,White,,Female,,Suggested Post,
8968,29,2,1,Days,1,1,0,0,Asian,,Female,,,
8968,30,6,3,Days,1,1,0,0,Asian,,Male,,,
8968,31,5,1,Hours,1,1,0,0,White,,Female,,,
8968,32,5,1,Days,1,1,0,0,Hispanic,,Female,,,
8968,33,2,3,Days,1,1,0,0,Asian,,Male,,,
8968,34,5,2,Days,1,1,0,0,Asian,,Female,,,
8968,35,2,23,Hours,1,1,0,0,White,,Female,,,
8968,36,2,2,Days,1,1,0,0,Asian,,Male,,,
8968,37,5,3,Days,0,0,0,0,,,,,Suggested Post,
8968,38,3,1,Days,1,1,0,0,Asian,,Male,,,
8968,39,2,44,Minutes,1,0,1,0,Asian,,Male,,,
8968,40,6,7,Hours,1,1,0,0,Asian,,Female,,,
8968,41,6,2,Days,1,1,0,0,White,,Male,,,
8968,42,4,11,Minutes,0,0,0,0,,,,,Suggested Post,
8968,43,4,1,Hours,1,0,0,0,Asian,,Male,,,
8968,44,6,2,Days,1,1,0,0,Asian,,Female,,,
8968,45,2,22,Hours,1,1,0,0,White,,Male,,,
8968,46,5,2,Days,1,1,0,0,Hispanic,,Male,,,
8968,47,4,3,Days,1,1,0,0,Asian,,Female,,,
8968,48,2,23,Hours,0,0,0,0,,,,,Suggested Post,
8968,49,2,2,Hours,1,1,0,0,Asian,,Male,,,
8968,50,6,1,Days,1,1,0,0,Asian,,Male,,,
8968,51,5,1,Days,1,1,0,0,Asian,,Male,,,
8968,52,6,3,Days,1,1,0,0,Asian,,Female,,,
8968,53,6,2,Days,1,1,0,0,Asian,,Female,,,
8968,54,4,8,Hours,1,1,0,0,Asian,,Female,,,
8968,55,6,7,Minutes,1,1,0,0,Asian,,Female,,,
8968,56,2,2,Hours,1,1,0,0,White,,Female,,,
8968,57,3,1,Hours,0,0,0,0,,,,,,
8968,58,4,2,Days,0,0,0,0,,,,,Suggested Post,
8968,59,3,1,Days,1,1,0,0,Asian,,Female,,,
8968,60,4,28,Minutes,1,0,0,0,Asian,,Female,,,
4810,1,2,5,Minutes,1,0,0,0,White,,Female,,,
4810,2,4,3,Minutes,0,0,0,0,,,,,,
4810,3,6,6,Minutes,1,1,0,0,White,,Male,,,
4810,4,1,18,Minutes,1,1,0,0,White,,Female,,,
4810,5,1,1,Hours,1,1,0,0,White,,Female,,,
4810,6,1,2,Minutes,0,0,0,0,,,,,,
4810,7,5,29,Minutes,1,1,0,0,White,,Male,,,
4810,8,1,1,Hours,1,0,0,0,White,,Female,,,
4810,9,1,15,Hours,0,0,0,0,,,,,Suggested Post,
4810,10,1,3,Hours,1,1,0,0,White,,Female,,,
4810,11,1,5,Hours,1,1,0,0,White,,Female,,,
4810,12,6,1,Days,0,0,0,0,,,,,Suggested Post,
4810,13,2,3,Minutes,0,0,0,0,,,,,,
4810,14,2,2,Hours,0,0,0,0,,,,,,
4810,15,1,1,Hours,1,1,0,0,White,,Female,,,
4810,16,5,3,Hours,0,0,0,0,,,,,,
4810,17,1,1,Days,0,0,0,0,,,,,Suggested Post,
4810,18,4,1,Hours,0,0,0,0,,,,,,
4810,19,1,1,Hours,0,1,0,0,,,,,,
4810,20,1,2,Hours,1,0,0,0,White,,Female,,,
4810,21,6,3,Days,0,0,0,0,,,,,,
4810,22,2,47,Minutes,0,0,0,0,,,,,Suggested Post,
4810,23,2,3,Hours,1,0,0,0,White,,Female,,,
4810,24,5,6,Hours,1,1,0,0,Asian,,Male,,,
4810,25,3,2,Hours,0,0,0,0,,,,,,
4810,26,1,2,Days,0,0,0,0,,,,,Suggested Post,
4810,27,1,29,Minutes,1,0,0,0,White,,Female,,,
4810,28,1,16,Hours,0,0,0,0,,,,,Suggested Post,
4810,29,3,2,Hours,1,0,0,0,White,,Female,,,
4810,30,1,1,Hours,1,1,0,0,White,,Female,,,
4810,31,3,16,Hours,0,0,0,0,,,,,Suggested Post,
4810,32,1,1,Hours,0,0,0,0,,,,,,
4810,33,6,2,Days,0,0,0,0,,,,,,
4810,34,6,22,Hours,0,0,0,0,,,,,,
4810,35,1,5,Hours,1,1,0,0,Hispanic,,Female,,,
4810,36,1,14,Hours,0,1,0,0,,,,,,
4810,37,1,1,Hours,1,1,0,0,White,,Female,,,
4810,38,5,5,Hours,0,0,0,0,,,,,,
4810,39,4,2,Hours,0,0,0,0,,,,,Suggested Post,
4810,40,6,3,Days,1,0,0,0,White,,Female,,,
4810,41,7,2,Hours,0,0,0,0,,,,,,
4810,42,1,2,Days,0,0,0,0,,,,,Suggested Post,
4810,43,2,1,Hours,0,0,0,0,,,,,,
4810,44,3,2,Days,1,0,0,0,White,,Female,,,
4810,45,1,2,Hours,1,0,0,0,White,,Female,,,
4810,46,1,4,Days,1,0,0,0,,,,,Suggested Post,
4810,47,6,3,Hours,1,0,0,0,White,,Male,,,
4810,48,2,4,Days,0,0,0,0,,,,,,
4810,49,5,3,Hours,0,0,0,0,,,,,Suggested Post,
4810,50,1,1,Days,1,1,0,0,White,,Female,,,
4810,51,1,1,Days,1,1,0,0,Asian,,Male,,,
4810,52,4,12,Days,0,0,0,0,,,,,Suggested Post,
4810,53,1,5,Hours,1,1,0,0,White,,Female,,,
4810,54,2,2,Days,0,0,0,0,,,,,Suggested Post,
4810,55,1,2,Hours,0,0,0,0,,,,,,
4810,56,2,2,Hours,0,0,0,0,,,,,,
4810,57,1,6,Minutes,1,0,0,0,White,,Male,,,
4810,58,4,23,Hours,0,0,0,0,,,,,,
4810,59,2,5,Days,0,0,0,0,,,,,Suggested Post,
4810,60,1,13,Hours,1,0,0,0,White,,Female,,,
2574,1,2,6,Minutes,1,0,0,0,White,,Female,,,
2574,2,3,2,Minutes,1,0,0,0,White,,Female,,,
2574,3,2,4,Hours,0,0,0,0,,,,,,
2574,4,4,2,Minutes,0,0,0,0,,,,,,
2574,5,4,10,Days,0,0,0,0,,,,,Suggested Post,
2574,6,3,6,Days,1,0,1,0,White,,Female,,,
2574,7,5,1,Days,1,0,0,0,White,,Female,,,
2574,8,2,15,Days,0,0,0,0,,,,,Suggested Post,
2574,9,1,3,Hours,0,0,0,0,,,,,,
2574,10,2,7,Hours,0,0,0,0,,,,,,
2574,11,1,2,Days,0,0,0,0,,,,,Suggested Post,
2574,12,3,2,Hours,1,0,0,0,White,,Female,,,
2574,13,1,5,Days,0,0,0,0,,,,,Suggested Post,
3313,1,2,1,Days,0,0,0,0,,,,,,
3313,2,5,8,Hours,1,1,0,0,White,,Female,,,
3313,3,4,1,Days,1,1,0,0,White,,Female,,,
3313,4,4,3,Hours,1,1,0,0,White,,Female,,,
3313,5,4,1,Days,1,1,0,0,Asian,,Male,,,
3313,6,5,13,Hours,1,1,0,0,Asian,,Male,,,
3313,7,6,2,Days,1,1,0,0,Asian,,Male,,,
3313,8,5,9,Hours,1,1,0,0,White,,Male,,,
3313,9,4,1,Days,1,1,0,0,White,,Female,,,
3313,10,5,1,Days,1,1,0,0,Hispanic,,Female,,,
3313,11,4,5,Hours,1,1,0,0,Black or African American,,Female,,,
3313,12,5,20,Hours,1,0,0,0,Asian,,Female,,,
3313,13,4,1,Days,1,0,0,0,White,,Female,,,
3313,14,4,16,Minutes,1,1,0,0,White,,Male,,,
3313,15,3,2,Days,1,1,0,0,Asian,,Female,,,
3313,16,3,1,Hours,1,1,0,0,White,,Female,,,
3313,17,3,3,Days,1,0,0,0,Hispanic,,Female,,,
3313,18,4,3,Days,1,1,0,0,White,,Female,,,
3313,19,3,1,Days,1,0,0,0,White,,Female,,,
3313,20,3,9,Hours,1,1,0,0,Hispanic,,Female,,,
3313,21,3,3,Days,1,0,0,0,White,,Female,,,
3313,22,4,2,Days,1,1,0,0,White,,Female,,,
3313,23,3,4,Days,1,1,0,0,Asian,,Female,,,
3313,24,2,2,Days,1,1,0,0,White,,Female,,,
3313,25,3,15,Hours,1,1,0,0,Asian,,Male,,,
3313,26,4,20,Hours,1,1,0,0,Asian,,Female,,,
3313,27,3,1,Days,1,1,0,0,White,,Female,,,
3313,28,3,1,Days,1,1,0,0,White,,Female,,,
3313,29,3,1,Days,1,1,0,0,White,,Female,,,
3313,30,3,1,Days,0,0,0,0,,,,,,
3313,31,3,4,Days,1,0,0,0,Asian,,Female,,,
3313,32,7,1,Days,1,1,0,0,White,,Female,,,
3313,33,3,23,Minutes,1,1,0,0,White,,Male,,,
3313,34,3,1,Hours,1,1,0,0,White,,Female,,,
3313,35,4,1,Days,1,0,0,0,Asian,,Female,,,
3313,36,5,1,Days,1,1,0,0,White,,Female,,,
3313,37,5,8,Hours,0,1,0,0,,,,,,
3313,38,4,1,Days,1,0,0,0,White,,Female,,,
3313,39,5,2,Days,1,1,0,0,Asian,,Female,,,
3313,40,5,2,Days,1,1,0,0,White,,Male,,,
3313,41,7,21,Hours,1,0,0,0,Asian,,Male,,,
3313,42,5,2,Days,1,1,0,0,Asian,,Female,,,
3313,43,4,5,Hours,1,1,0,0,White,,Female,,,
3313,44,5,1,Days,1,0,0,0,White,,Female,,,
3313,45,3,9,Hours,1,1,0,0,White,,Male,,,
3313,46,4,1,Days,1,1,0,0,White,,Female,,,
3313,47,4,22,Hours,1,0,0,0,White,,Male,,,
3313,48,4,2,Days,1,1,0,0,White,,Female,,,
3313,49,5,7,Hours,1,0,0,0,Asian,,Male,,,
3313,50,5,22,Minutes,1,1,0,0,Asian,,Female,,,
3313,51,5,20,Hours,0,0,0,0,,,,,,
3313,52,4,8,Hours,1,0,0,0,White,,Female,,,
3313,53,4,3,Days,1,1,0,0,White,,Female,,,
3313,54,6,1,Days,1,1,0,0,Hispanic,,Male,,,
3313,55,4,1,Hours,1,1,0,0,White,,Male,,,
3313,56,3,17,Hours,1,1,0,0,White,,Male,,,
3313,57,4,2,Days,1,1,0,0,White,,Male,,,
3313,58,7,1,Days,1,1,0,0,Black or African American,,Female,,,
3313,59,3,5,Hours,1,0,0,0,Black or African American,,Female,,,
3313,60,7,1,Days,1,0,0,0,Asian,,Male,,,
7031,1,5,1,Hours,1,0,0,0,white,,female,,,
7031,2,4,4,Days,1,0,0,0,white,,male,,,
7031,3,2,19,Hours,1,1,0,0,white,,female,,,
7031,4,6,3,Hours,1,1,0,0,white,,male,,,
7031,5,1,1,Hours,1,1,0,0,white,,female,,,
7031,6,5,2,Hours,1,0,0,0,white,,female,,,
7031,7,5,2,Days,1,0,0,0,white,,female,,,
7031,8,1,,,1,0,0,0,white,,female,,,
7031,9,6,3,Days,1,0,0,0,white,,female,,,
7031,10,1,,,0,1,0,0,,,,,,
7031,11,3,,,0,1,0,0,,,,,,
7031,12,1,21,Hours,1,0,0,0,white,,male,,,
7031,13,6,3,Hours,1,0,0,0,white,,female,,,
7031,14,1,,,0,1,0,0,,,,,,
7031,15,1,12,Hours,1,0,0,0,white,,female,,,
7031,16,3,,,0,1,0,0,,,,,,
7031,17,4,25,Minutes,0,1,0,0,,,,,,
7031,18,7,,,0,1,0,0,,,,,,
7031,19,1,1,Days,1,0,0,0,white,,male,,,
7031,20,1,3,Days,1,1,0,0,white,,female,,,
7031,21,1,21,Hours,1,0,0,0,white,,male,,,
7031,22,1,3,Hours,1,0,0,0,white,,female,,,
7031,23,1,21,Hours,1,1,0,0,white,,female,,,
7031,24,2,,,0,1,0,0,,,,,,
7031,25,1,3,Hours,1,0,0,0,white,,female,,,
7031,26,1,1,Hours,1,0,0,0,white,,female,,,
7031,27,1,12,Hours,1,1,0,0,white,,female,,,
7031,28,1,21,Hours,1,0,0,0,white,,male,,,
7031,29,1,23,Hours,1,1,0,0,white,,female,,,
7031,30,1,1,Days,1,1,0,0,white,,female,,,
7031,31,1,,,0,1,0,0,,,,,,
7031,32,2,1,Days,1,1,0,0,white,,female,,,
7031,33,1,,,0,1,0,0,,,,,,
7031,34,6,,,1,0,0,0,white,,female,,,
7031,35,1,22,Hours,1,1,0,0,white,,female,,,
7031,36,4,1,Days,1,0,0,0,white,,female,,,
7031,37,1,3,Days,1,1,0,0,white,,female,,,
7031,38,1,3,Days,1,1,0,0,white,,female,,,
7031,39,1,2,Days,1,1,0,0,white,,female,,,
7031,40,1,,,0,1,0,0,,,,,,
7031,41,1,3,Days,1,1,0,0,black or African American,,female,,,
7031,42,1,3,Days,1,1,0,0,,,female,,unidentifiablerace,
7031,43,5,,,0,1,0,0,,,,,,
7031,44,5,,,1,0,0,0,white,,male,,all caught up in the newsfeed,
7031,45,,,,,,,,,,,,,
7031,46,,,,,,,,,,,,,
7031,47,,,,,,,,,,,,,
7031,48,,,,,,,,,,,,,
7031,49,,,,,,,,,,,,,
7031,50,,,,,,,,,,,,,
7031,51,,,,,,,,,,,,,
7031,52,,,,,,,,,,,,,
7031,53,,,,,,,,,,,,,
7031,54,,,,,,,,,,,,,
7031,55,,,,,,,,,,,,,
7031,56,,,,,,,,,,,,,
7031,57,,,,,,,,,,,,,
7031,58,,,,,,,,,,,,,
7031,59,,,,,,,,,,,,,
7031,60,,,,,,,,,,,,,
5775,1,5,2,Hours,1,1,0,0,white,,male,,,
5775,2,4,1,Hours,1,0,0,0,white,,male,,,
5775,3,2,6,Hours,1,1,0,0,white,,male,,,
5775,4,7,,,0,1,0,0,,,,,,
5775,5,6,,,0,1,0,0,,,,,,
5775,6,5,,,0,1,0,0,,,,,,
5775,7,4,12,Hours,1,0,0,0,white,,female,,,
5775,8,3,,,0,1,0,0,,,,,,
5775,9,7,,,0,1,0,0,,,,,,
5775,10,5,4,Hours,1,0,0,0,black or African American,,female,,,
5775,11,1,1,Hours,1,0,0,0,white,,female,,,
5775,12,3,20,Hours,0,1,0,0,,,,,,
5775,13,1,37,Minutes,1,0,0,0,white,,female,,,
5775,14,3,20,Minutes,1,1,0,0,white,,male,,,
5775,15,7,1,Days,1,0,0,0,black or African American,,female,,,
5775,16,2,37,Minutes,1,0,0,0,white,,female,,,
5775,17,1,,,0,1,0,0,,,,,,
5775,18,1,,,0,1,0,0,,,,,,
5775,19,6,,,1,0,0,0,black or African American,,female,,,
5775,20,2,41,Minutes,1,0,0,0,white,,female,,,
5775,21,1,,,0,1,0,0,,,,,,
5775,22,3,16,Hours,1,0,0,0,hispanic,,male,,,
5775,23,6,,,0,1,0,0,,,,,,
5775,24,1,1,Hours,1,0,0,0,hispanic,,female,,,
5775,25,6,,,0,1,0,0,,,,,,
5775,26,6,1,Hours,1,1,0,0,white,,female,,,
5775,27,2,2,Hours,1,0,0,0,white,,male,,,
5775,28,3,16,Hours,1,0,0,0,white,,female,,,
5775,29,3,9,Hours,0,1,0,0,,,,,,
5775,30,1,,,0,1,0,0,,,,,,
5775,31,7,2,Days,0,1,0,0,,,,,,
5775,32,6,1,Hours,0,1,0,0,,,,,,
5775,33,7,2,Hours,1,1,0,0,white,,male,,,
5775,34,1,1,Minutes,1,1,0,0,white,,female,,,
5775,35,6,,,0,1,0,0,,,,,,
5775,36,6,14,Hours,1,0,0,0,white,,female,,,
5775,37,6,,,0,1,0,0,,,,,,
5775,38,1,1,Days,0,1,0,0,,,,,,
5775,39,1,,,0,1,0,0,,,,,,
5775,40,1,1,Hours,1,0,0,0,white,,male,,,
5775,41,6,1,Hours,1,0,0,0,white,,male,,,
5775,42,6,44,Minutes,1,0,0,0,white,,female,,,
5775,43,6,,,0,1,0,0,,,,,,
5775,44,1,,,0,1,0,0,,,,,,
5775,45,5,14,Hours,1,1,0,0,white,,female,,,
5775,46,4,,,0,1,0,0,,,,,,
5775,47,5,1,Days,1,0,0,0,white,,female,,,
5775,48,1,7,Minutes,1,1,0,0,asian,,female,,,
5775,49,7,,,0,1,0,0,,,,,,
5775,50,3,37,Minutes,1,0,0,0,white,,male,,,
5775,51,1,,,0,1,0,0,,,,,,
5775,52,4,16,Minutes,1,0,0,0,white,,female,,,
5775,53,1,,,1,1,0,0,white,,male,,,
