"","participant.id","nf.order","preference","post.tenure","tenure.units","human","nf.group","event","poster.nf.caste.ra","poster.nf.religion.ra","poster.nf.gender","nf.ra.notes","RA_id","date","study_start","study_end","subject_caste_RA","subject_religion_RA","subject_gender_RA","total_friends","Participant.State.of.Origin","Smartphone..y.n.","Notes","X","religion.in.group","gender.in.group"
"1",1117,2,5,"30","Minutes",1,0,0,"","","female","Nischal","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE
"2",1117,1,2,"1","Days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"3",1117,6,5,"1","Days",1,0,0,"","hindu","female","Tripathy","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"4",1117,3,4,"18","Minutes",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"5",1117,4,7,"27","Minutes",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"6",1117,5,7,"19","Hours",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"7",1117,14,7,"10","Hours",1,1,0,"","muslim","male","Khan","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"8",1117,15,2,"4","Days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"9",1117,16,1,"3","Days",1,0,0,"","","male","no last name","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"10",1117,17,1,"1","Days",1,0,0,"","other","female","Singh","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE
"11",1117,18,2,"2","Days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"12",1117,19,7,"22","Hours",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"13",1117,7,2,"1","Days",1,0,0,"","hindu","male","Kumar","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"14",1117,8,5,"1","Days",1,0,0,"","hindu","female","Ranaut- suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"15",1117,9,1,"10","Hours",1,0,0,"","hindu","female","Verma","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"16",1117,10,1,"11","Hours",1,1,0,"","hindu","female","Verma","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"17",1117,11,5,"17","Hours",1,0,0,"","hindu","male","Yadav","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"18",1117,12,1,"1","Hours",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"19",1117,13,7,"2","Hours",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"20",1117,40,4,"1","Days",1,0,0,"","other","male","Singh Singha","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"21",1117,41,2,"2","Days",1,0,0,"","hindu","male","Pasawn","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"22",1117,42,1,"28","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"23",1117,43,1,"3","Hours",1,0,0,"","hindu","male","Gupta","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"24",1117,44,1,"2","Days",1,0,0,"","hindu","female","Lall","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"25",1117,45,4,"7","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"26",1117,46,1,"2","Days",1,0,0,"","hindu","male","Choudary","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"27",1117,47,5,"13","Minutes",1,0,0,"","hindu","male","Kohli- cricker player","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"28",1117,48,7,"2","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"29",1117,49,5,"1","Days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"30",1117,50,2,"3","Days",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"31",1117,51,5,"23","Minutes",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"32",1117,52,7,"1","Days",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"33",1117,53,3,"7","Minutes",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"34",1117,54,1,"2","Days",1,0,0,"","","male","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"35",1117,55,2,"10","Hours",1,1,0,"","other","male","Singh","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"36",1117,56,7,"9","Hours",1,0,0,"","","female","Aind","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE
"37",1117,57,7,"1","Days",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"38",1117,58,7,"1","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"39",1117,59,6,"54","Minutes",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"40",1117,20,6,"5","Days",1,0,0,"","hindu","female","Ghosh","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"41",1117,21,7,"1","Days",0,1,0,"","","","page posting on group","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"42",1117,22,7,"7","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"43",1117,23,2,"3","Days",1,0,0,"","other","male","Singh","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"44",1117,24,7,"1","Days",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"45",1117,25,7,"4","Hours",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"46",1117,26,2,"2","Days",1,0,0,"","hindu","male","Gupta","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"47",1117,27,1,"1","Days",1,0,0,"","","female","No last name","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE
"48",1117,28,5,"2","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"49",1117,29,4,"2","Days",1,1,0,"","hindu","male","Karmali","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"50",1117,30,4,"2","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"51",1117,31,1,"3","Days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"52",1117,32,5,"1","Days",1,0,0,"","hindu","male","Kumar","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"53",1117,33,4,"1","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"54",1117,34,5,"2","Hours",1,1,0,"","hindu","male","Sagar","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"55",1117,35,1,"3","Days",1,0,0,"","hindu","male","Sahu","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"56",1117,36,1,"24","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"57",1117,37,1,"23","Hours",1,0,0,"","hindu","male","Shree","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"58",1117,38,1,"4","Days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE
"59",1117,39,1,"3","Days",0,0,0,"","","","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"60",1117,60,7,"35","Minutes",0,0,0,"","","","","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE
"61",1128,6,7,"2","Days",0,0,0,"","","female","Behara","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"62",1128,5,4,"9","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"63",1128,10,5,"10","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"64",1128,7,7,"8","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"65",1128,8,4,"59","Minutes",1,0,0,"","","female","Abhilipsa","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"66",1128,9,7,"20","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"67",1128,1,6,"12","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"68",1128,2,7,"22","Hours",1,1,0,"","other","","Romas Jus","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"69",1128,3,7,"8","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"70",1128,4,7,"7","Hours",1,1,0,"","other","female","Xianmin","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"71",1128,29,7,"2","Days",0,0,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"72",1128,30,1,"20","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"73",1128,31,7,"7","Days",1,0,0,"","hindu","male","Mathur","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"74",1128,32,7,"17","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"75",1128,33,7,"6","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"76",1128,34,6,"18","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"77",1128,35,7,"2","Days",1,1,0,"","hindu","male","Selvam","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"78",1128,36,7,"2","Days",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"79",1128,37,7,"2","Days",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"80",1128,38,7,"19","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"81",1128,39,5,"47","Minutes",1,1,0,"","hindu","male","Gagan","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"82",1128,40,7,"3","Days",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"83",1128,41,6,"16","Hours",1,0,0,"","hindu","male","Roy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"84",1128,42,7,"5","Days",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"85",1128,43,7,"17","Hours",1,0,0,"","","male","Sonti","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"86",1128,44,7,"12","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"87",1128,45,7,"20","Hours",1,0,0,"","hindu","male","Pandhy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"88",1128,46,1,"10","Hours",1,0,0,"","hindu","female","Biswas","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"89",1128,47,6,"7","Hours",1,0,0,"","hindu","male","Sinha","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"90",1128,48,7,"20","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"91",1128,49,6,"2","Hours",1,1,0,"","","male","Dixit","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"92",1128,50,7,"9","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"93",1128,11,6,"2","Days",1,0,0,"","hindu","male","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"94",1128,12,7,"12","Hours",0,1,0,"","","","college humor","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"95",1128,13,7,"3","Days",0,1,0,"","","","college humor","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"96",1128,14,7,"2","Days",1,1,0,"","muslim","male","Saheb","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"97",1128,15,7,"12","Hours",1,0,0,"","other","male","Joe","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"98",1128,16,7,"5","Hours",1,0,0,"","hindu","male","Gupta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"99",1128,17,5,"3","Days",0,1,0,"","","","channel","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"100",1128,18,6,"22","Hours",1,1,0,"","muslim","male","Hoosen","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"101",1128,19,7,"20","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"102",1128,20,7,"6","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"103",1128,21,6,"3","Days",1,0,0,"","other","male","Leon","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"104",1128,22,7,"9","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"105",1128,23,6,"16","Hours",1,1,0,"","hindu","male","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"106",1128,24,6,"10","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"107",1128,25,7,"6","Hours",1,1,0,"","other","female","Tatsuno","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"108",1128,26,7,"17","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"109",1128,27,4,"5","Hours",1,0,0,"","hindu","female","Abhilipsa","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"110",1128,28,7,"15","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"111",1128,55,7,"10","Hours",1,0,0,"","hindu","female","Jayanti","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"112",1128,56,6,"10","Hours",1,0,0,"","hindu","male","Sharma","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"113",1128,57,7,"12","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"114",1128,58,6,"6","Hours",1,0,0,"","hindu","male","Rath","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"115",1128,59,5,"4","Hours",1,0,0,"","hindu","male","Chaitanya","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"116",1128,60,6,"24","Hours",1,0,0,"","hindu","female","Das","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"117",1128,52,7,"5","Hours",1,0,0,"","other","male","Miller","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"118",1128,53,3,"2","Days",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"119",1128,54,6,"20","Hours",0,1,0,"","","","","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"120",1128,51,7,"2","Hours",1,0,0,"","other","male","Gefen","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"121",1136,57,2,"5","Hours",0,1,NA,"","","","Indian Travellers and Explorers","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"122",1136,58,7,"2","Days",0,1,NA,"","","","Backpacking Budget Travelling India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"123",1136,59,5,"9","Minutes",1,0,NA,"general","hindu","female","Shraddha Kapoor, Queen of Smile","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"124",1136,19,7,"2","Days",0,1,0,"","","","BackPacker and Travellers- India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"125",1136,20,2,"2","Days",0,1,0,"","","","Homestay India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"126",1136,21,2,"16","Hours",1,0,0,"","","male","Prasun Palit, Communist Flag","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"127",1136,22,3,"20","Minutes",1,0,0,"general","hindu","male","Tejas Singh-  Arnab Goswami meme","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"128",1136,23,5,"3","Days",0,1,0,"","","","Sanatan Dharma","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"129",1136,28,5,"15","Hours",0,1,0,"","","","Couchsurfing India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"130",1136,29,4,"4","Days",1,1,0,"","","","Defence 360","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"131",1136,30,2,"22","Hours",1,0,0,"","","","BackPacker and Travellers- India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"132",1136,31,7,"3","Hours",1,NA,NA,"","","","Jasper Jack","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"133",1136,32,2,"1","Hours",NA,1,NA,"","","","Homestay India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"134",1136,33,6,"8","Hours",NA,1,NA,"","","","Travel India- Temple","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"135",1136,34,2,"1","Hours",NA,1,NA,"","","","Marine Engineers","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"136",1136,35,2,"1","Hours",NA,1,NA,"","","","Job Ship","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"137",1136,36,7,"11","Hours",0,1,NA,"","","","BackPacker and Travellers- India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"138",1136,24,5,"2","Days",1,0,0,"","hindu","male","Prasun Palit- Anti Muslim Ad, Zakir ","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"139",1136,25,4,"2","Days",0,1,0,"","","","Travel Talk","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"140",1136,26,2,"1","Days",0,1,0,"","","","Solo Travellers India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"141",1136,27,2,"2","Hours",0,1,1,"","","","World of Merchant Navy- Job posting,female","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"142",1136,1,2,"18","Hours",0,1,NA,"","","","Defence 360","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"143",1136,2,7,"19","Hours",0,1,NA,"","","","Defence 360- India China Standoff","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"144",1136,3,5,"9","Days",1,0,NA,"general","hindu","female","Anva Agarwal","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"145",1136,4,5,"4","Days",1,0,NA,"","hindu","female","Richa Prasad","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"146",1136,5,7,"4","Hours",0,1,NA,"","","","BackPacker and Travellers- India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"147",1136,6,5,"8","Days",1,0,0,"general","hindu","male","Birendra Kumar","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"148",1136,7,3,"1","Days",0,1,0,"","","","Homestay India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"149",1136,8,6,"8","Days",0,1,0,"","","","BackPacker and Travellers- India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"150",1136,9,5,"5","Days",1,0,0,"general","hindu","male","Vipul Agarwal","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"151",1136,10,5,"14","Days",1,0,0,"general","hindu","male","Anshul Saxena","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"152",1136,11,5,"11","Days",1,0,0,"general","hindu","male","Rohit Pandey","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"153",1136,12,5,"7","Days",1,0,0,"not indian","","male","Jazper Jack","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"154",1136,13,3,"2","Days",NA,1,1,"","","","Indian Travellers and Explorers","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"155",1136,14,2,"2","Days",1,0,0,"","","male","Prasun Palit","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"156",1136,15,2,"2","Days",NA,1,0,"","","","North-East India Page","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"157",1136,16,7,"1","Days",0,1,0,"","","","Defence 360","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"158",1136,17,7,"1","Days",0,1,1,"","","","Defence 360","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"159",1136,18,7,"20","Hours",0,1,0,"","","","India Hikes","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
"160",1136,45,7,"8","Hours",0,1,NA,"","","","LA Clippers - NBA","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE
