participant_id,order,preference (1-7),familiarity (1-7),relationship,post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),common_friends,race_RA_1,race_RA_2,gender,Notes,,,
3204,15,5,,,18,Hours,0,0,0,0,,,,,,,
3204,16,5,6,Friend,14,Hours,1,0,0,13,Hispanic,,Female,,,,
3204,17,4,2,Don't know personally,2,Days,1,0,0,2,Hispanic,,Female,,,,
3204,18,4,4,Acquaintance,3,Days,1,0,0,53,Hispanic,,Female,,,,
3204,19,3,1,Don't know personally,2,Days,1,1,0,0,Hispanic,,Female,,,,
3204,20,4,1,Don't know personally,6,Hours,1,1,0,0,Hispanic,,Female,,,,
3204,21,6,1,Don't know personally,3,Days,1,0,0,0,Hispanic,,Female,,,,
3204,22,6,6,Friend,2,Days,1,0,0,35,Hispanic,,Female,,,,
3204,23,4,1,Don't know personally,21,Hours,1,1,0,0,Hispanic,,Female,,,,
3204,24,6,,,4,Days,0,0,0,0,,,,,,,
3204,25,4,1,Don't know personally,1,Days,1,1,0,0,Hispanic,,Male,,,,
3204,26,5,1,Don't know personally,17,Hours,1,1,0,0,Hispanic,,Female,,,,
3204,27,4,1,Don't know personally,2,Days,1,1,0,0,Black or African American,,Female,,,,
3204,28,3,6,Friend,2,Days,1,0,0,18,Hispanic,,Female,,,,
3204,29,2,2,Don't know personally,1,Days,1,1,0,0,Hispanic,,Female,,,,
3204,30,5,5,Acquaintance,18,Hours,1,0,0,1,Hispanic,,Male,,,,
5822,1,2,1,Don't know personally,12,Minutes,1,1,0,0,White,,Female,,,,
5822,2,4,1,Don't know personally,14,Minutes,1,1,0,0,White,,Female,,,,
5822,3,5,1,Don't know personally,9,Minutes,1,1,0,1,White,,Female,,,,
5822,4,1,1,Don't know personally,5,Minutes,1,1,0,0,White,,Female,,,,
5822,5,5,,,7,Minutes,0,0,0,0,,,,,,,
5822,6,5,5,Acquaintance,3,Minutes,1,0,0,60,Black or African American,,Male,,,,
5822,7,4,1,Don't know personally,5,Minutes,1,1,0,1,White,,Female,,,,
5822,8,4,,,11,Minutes,0,0,0,0,,,,,,,
5822,9,1,1,Don't know personally,13,Minutes,1,1,0,0,White,,Male,,,,
5822,10,5,,,11,Minutes,0,0,0,0,,,,,,,
5822,11,3,1,Don't know personally,2,Minutes,1,1,0,1,White,,Female,,,,
5822,12,2,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,,,,
5822,13,1,1,Don't know personally,19,Minutes,1,1,0,0,White,,Female,,,,
5822,14,1,1,Don't know personally,10,Minutes,1,1,0,0,White,,Female,,,,
5822,15,4,1,Don't know personally,8,Minutes,1,1,0,0,White,,Female,,,,
5822,16,1,1,Don't know personally,23,Minutes,1,1,0,0,White,,Female,,,,
5822,17,1,1,Don't know personally,11,Minutes,1,1,0,0,White,,Male,,,,
5822,18,2,1,Don't know personally,9,Minutes,1,1,0,0,White,,Female,,,,
5822,19,1,1,Don't know personally,16,Minutes,1,1,0,0,White,,Female,,,,
5822,20,1,1,Don't know personally,10,Minutes,1,1,0,0,White,,Female,,,,
5822,21,2,1,Don't know personally,26,Minutes,1,1,0,0,White,,Male,,,,
5822,22,1,1,Don't know personally,37,Minutes,1,1,0,0,White,,Female,,,,
5822,23,1,1,Don't know personally,1,Hours,1,1,0,0,Asian,,Female,,,,
5822,24,2,1,Don't know personally,1,Hours,1,1,0,0,White,,Male,,,,
5822,25,1,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,,,,
5822,26,1,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,,,,
5822,27,1,1,Don't know personally,1,Minutes,1,1,0,0,White,,Male,,,,
5822,28,3,1,Don't know personally,12,Minutes,1,1,0,0,White,,Male,,,,
5822,29,1,1,Don't know personally,13,Minutes,1,1,0,0,White,,Male,,,,
5822,30,1,1,Don't know personally,11,Minutes,1,1,0,0,White,,Female,,,,
8865,1,4,5,Acquaintance,2,Days,1,0,0,100,White,,Female,,,,
8865,2,7,7,Family,8,Days,1,0,0,15,White,,Male,,,,
8865,3,7,7,Family,2,Days,1,0,0,48,White,,Male,,,,
8865,4,5,7,Family,1,Days,1,0,0,15,White,,Male,,,,
8865,5,7,7,Friend,3,Days,1,0,0,23,White,,Female,,,,
8865,6,5,6,Friend,3,Days,1,0,0,15,White,,Female,,,,
8865,7,6,7,Family,2,Days,1,0,0,48,White,,Male,,,,
8865,8,3,5,Acquaintance,4,Days,1,0,0,100,White,,Female,,,,
8865,9,5,7,Family,6,Hours,1,0,0,29,White,,Female,,,,
8865,10,6,5,Acquaintance,2,Days,1,0,0,8,White,,Male,,,,
8865,11,3,6,Friend,6,Days,1,0,0,27,White,,Female,,,,
8865,12,6,7,Family,3,Days,1,0,0,48,White,,Male,,,,
8865,13,4,7,Family,2,Days,1,0,0,27,White,,Female,,,,
8865,14,4,6,Friend,6,Days,1,0,0,8,White,,Male,,,,
8865,15,5,7,Friend,2,Days,1,0,0,23,White,,Female,,,,
8865,16,6,6,Friend,1,Hours,1,0,0,9,White,,Female,,,,
8865,17,5,,,3,Days,0,0,0,0,,,,,,,
8865,18,7,7,Friend,6,Days,1,0,0,8,White,,Female,,,,
8865,19,4,6,Friend,15,Hours,1,0,0,27,White,,Female,,,,
8865,20,3,4,Acquaintance,2,Days,1,0,0,40,White,,Female,,,,
8865,21,5,7,Family,1,Hours,1,0,0,48,White,,Male,,,,
8865,22,6,7,Friend,2,Minutes,1,0,0,23,White,,Female,,,,
8865,23,5,6,Friend,6,Days,1,0,0,27,White,,Female,,,,
8865,24,2,5,Acquaintance,4,Days,1,0,0,100,White,,Female,,,,
8865,25,5,7,Family,2,Days,1,0,0,29,White,,Female,,,,
8865,26,6,4,Acquaintance,1,Hours,1,0,0,19,White,,Male,,,,
8865,27,6,7,Friend,3,Days,1,0,0,8,White,,Female,,,,
8865,28,4,4,Acquaintance,3,Days,1,0,0,25,White,,Male,,,,
8865,29,2,3,Acquaintance,11,Hours,1,1,0,0,White,,Female,,,,
8865,30,2,4,Acquaintance,4,Days,1,0,0,12,White,,Female,,,,
5844,1,7,1,Don't know personally,4,Days,1,0,0,117,Hispanic,,Female,,,,
5844,2,5,1,Don't know personally,7,Days,1,0,0,5,Black or African American,,Female,,,,
5844,3,3,1,Don't know personally,3,Days,1,0,0,8,White,,Female,,,,
5844,4,2,5,Acquaintance,13,Hours,1,0,0,72,Black or African American,,Female,,,,
5844,5,1,6,Friend,14,Hours,1,0,0,424,White,,Female,,,,
5844,6,1,3,Acquaintance,13,Hours,1,0,0,308,Asian,,Male,,,,
5844,7,2,3,Acquaintance,13,Hours,1,0,0,93,White,,Female,,,,
5844,8,1,2,Don't know personally,14,Hours,1,0,0,43,White,,Male,,,,
5844,9,6,6,Friend,25,Minutes,1,0,0,475,Black or African American,,Male,,,,
5844,10,4,5,Acquaintance,14,Hours,1,0,0,93,White,,Female,,,,
5844,11,1,1,Don't know personally,6,Days,1,0,0,186,White,,Male,,,,
5844,12,2,1,Don't know personally,1,Days,1,0,0,117,Hispanic,,Female,,,,
5844,13,5,6,Friend,6,Hours,1,0,0,424,White,,Female,,,,
5844,14,5,5,Acquaintance,1,Days,1,0,0,172,White,,Female,,,,
5844,15,3,1,Don't know personally,2,Days,1,0,0,2,White,,Female,,,,
5844,16,1,4,Acquaintance,22,Hours,1,0,0,93,White,,Female,,,,
5844,17,4,4,Acquaintance,1,Days,1,0,0,308,White,,Female,,,,
5844,18,1,2,Don't know personally,1,Days,1,0,0,304,White,,Male,,,,
5844,19,3,5,Acquaintance,3,Days,1,0,0,308,Asian,,Male,,,,
5844,20,1,1,Don't know personally,15,Hours,1,0,0,69,White,,Female,,,,
5844,21,6,3,Acquaintance,18,Hours,1,0,0,327,White,,Female,,,,
5844,22,7,5,Acquaintance,2,Days,1,0,0,212,White,,Female,,,,
5844,23,1,4,Acquaintance,15,Hours,1,0,0,93,White,,Female,,,,
5844,24,4,1,Don't know personally,23,Hours,1,0,0,43,White,,Male,,,,
5844,25,1,1,Don't know personally,18,Hours,1,0,0,202,White,,Female,,,,
5844,26,6,2,Don't know personally,21,Hours,1,0,0,15,White,,Female,,,,
5844,27,6,4,Acquaintance,1,Hours,1,0,0,163,White,,Female,,,,
5844,28,1,1,Don't know personally,1,Days,1,0,0,43,White,,Male,,,,
5844,29,4,1,Don't know personally,17,Hours,1,0,0,51,White,,Male,,,,
5844,30,5,1,Don't know personally,3,Days,1,0,0,15,White,,Female,,,,
6573,1,1,1,Don't know personally,13,Hours,1,0,0,3,White,,Male,,,,
6573,2,3,2,Acquaintance,2,Hours,1,0,0,23,White,,Female,,,,
6573,3,4,3,Acquaintance,10,Hours,1,0,0,13,White,,Female,,,,
6573,4,1,,,16,Hours,0,0,0,,,,,"""_____ commented""",,,
6573,5,3,6,Friend,39,Minutes,1,0,0,9,White,,Male,,,,
6573,6,1,3,Acquaintance,2,Hours,1,0,0,19,White,,Female,,,,
6573,7,1,1,Don't know personally,1,Hours,1,0,0,37,White,,Female,,,,
6573,8,1,2,Acquaintance,1,Hours,1,0,0,0,White,,Female,,,,
6573,9,3,1,Don't know personally,10,Hours,1,0,0,3,Black or African American,,Female,,,,
6573,10,1,3,Acquaintance,1,Hours,1,0,0,1,Black or African American,,Male,,,,
6573,11,5,,,1,Days,0,0,0,,,,,Suggested Post,,,
6573,12,1,1,Don't know personally,14,Hours,1,0,0,2,White,,Female,Person A,,,
6573,13,4,1,Don't know personally,15,Hours,1,0,0,29,White,,Male,,,,
6573,14,5,,,11,Days,0,0,0,,,,,,,,
6573,15,1,4,Friend,15,Hours,1,0,0,16,Hispanic,,Female,,,,
6573,16,4,2,Acquaintance,3,Hours,1,0,0,0,White,,Male,,,,
6573,17,4,4,Friend,8,Minutes,1,0,0,7,White,,Female,,,,
6573,18,1,1,Don't know personally,2,Hours,1,0,0,6,Hispanic,,Male,,,,
6573,19,4,3,Acquaintance,14,Hours,1,0,0,10,White,,Female,,,,
6573,20,1,1,Don't know personally,15,Hours,1,0,0,1,Hispanic,,Female,"""_____ was tagged.""",,,
6573,21,1,,,3,Days,0,0,0,,,,,"""Person A commented""",,,
6573,22,3,,,23,Hours,0,0,0,,,,,,,,
6573,23,1,1,Don't know personally,3,Days,1,0,0,2,White,,Female,Person A,,,
6573,24,1,1,Don't know personally,3,Days,1,0,0,2,White,,Female,Person A,,,
6573,25,3,1,Don't know personally,2,Hours,1,0,0,6,Hispanic,,Male,"Something went wrong"" error popped up, the Participant reloaded the page",,,
6573,26,4,6,Friend,5,Minutes,1,0,0,9,White,,Male,,,,
6573,27,1,1,Don't know personally,14,Hours,1,0,0,2,White,,Female,Person A,,,
6573,28,1,3,Acquaintance,49,Minutes,1,0,0,15,White,,Female,,,,
6573,29,1,1,Don't know personally,13,Hours,1,0,0,3,White,,Male,,,,
6573,30,5,4,Friend,54,Minutes,1,0,0,19,White,,Male,,,,
3141,1,4,2,Acquaintance,19,Hours,1,1,0,7,White,,Male,Group A,,,
3141,2,3,3,Acquaintance,23,Hours,1,0,0,3,,,,Unidentifiable,,,
3141,3,5,,,18,Hours,0,0,0,,,,,,,,
3141,4,2,2,Acquaintance,6,Hours,1,0,0,13,White,,Male,,,,
3141,5,3,1,Don't know personally,16,Hours,1,1,0,0,White,,Male,Group A,,,
3141,6,1,1,Don't know personally,20,Hours,1,1,0,0,White,,Male,,,,
3141,7,1,1,Don't know personally,21,Hours,1,0,0,3,White,,Male,,,,
3141,8,2,1,Don't know personally,16,Hours,1,1,0,0,White,,Male,,,,
3141,9,2,3,Acquaintance,14,Hours,1,0,0,2,White,,Female,,,,
3141,10,4,1,Don't know personally,11,Hours,1,0,0,8,White,,Male,,,,
3141,11,3,3,Acquaintance,3,Days,1,0,0,15,White,,Female,,,,
3141,12,3,4,Friend,3,Days,1,0,0,43,Black or African American,,Female,,,,
3141,13,4,3,Acquaintance,2,Hours,1,0,0,16,White,,Female,,,,
3141,14,3,3,Acquaintance,2,Hours,1,0,0,30,Black or African American,,Female,,,,
3141,15,5,3,Acquaintance,4,Days,1,0,0,2,White,,Female,,,,
3141,16,7,2,Acquaintance,20,Hours,1,0,0,4,White,,Female,,,,
3141,17,2,2,Acquaintance,3,Days,1,0,0,4,White,,Female,,,,
3141,18,4,1,Don't know personally,3,Days,1,1,0,0,White,,Male,Group A,,,
3141,19,1,,,2,Hours,0,0,0,,,,,,,,
3141,20,3,3,Acquaintance,24,Days,1,0,0,6,White,,Female,,,,
3141,21,2,2,Acquaintance,3,Days,1,0,0,6,White,,Female,,,,
3141,22,3,3,Acquaintance,3,Days,1,0,0,16,White,,Female,,,,
3141,23,4,5,Friend,2,Minutes,1,0,0,42,Hispanic,,Female,,,,
3141,24,2,3,Acquaintance,5,Hours,1,0,0,1,White,,Female,,,,
3141,25,4,3,Acquaintance,3,Days,1,0,0,15,White,,Female,,,,
3141,26,2,,,9,Minutes,0,0,0,,,,,,,,
3141,27,2,3,Acquaintance,2,Hours,1,0,0,30,Black or African American,,Female,,,,
3141,28,1,2,Acquaintance,3,Hours,1,0,0,7,White,,Male,,,,
3141,29,1,2,Acquaintance,5,Hours,1,0,0,7,Asian,,Female,,,,
3141,30,2,1,Don't know personally,2,Days,1,0,0,13,White,,Male,,,,
8097,1,1,7,Friend,7,Hours,1,0,0,4,Black or African American,,Male,,,,
8097,2,7,,,7,Hours,0,0,0,0,,,,,,,
8097,3,7,1,Don't know personally,6,Hours,1,1,0,0,White,,Male,,,,
8097,4,7,7,Family,1,Hours,1,0,0,5,Black or African American,,Male,,,,
8097,5,7,7,Friend,5,Days,1,0,0,152,White,,Male,,,,
8097,6,7,7,Family,3,Days,1,0,0,63,Black or African American,,Male,,,,
8097,7,7,1,Don't know personally,5,Hours,1,1,0,0,Black or African American,,Male,,,,
8097,8,7,7,Family,1,Days,1,0,0,38,Black or African American,,Male,,,,
8097,9,7,7,Friend,1,Days,1,0,0,3,Black or African American,,Female,,,,
8097,10,7,7,Friend,7,Hours,1,0,0,4,Black or African American,,Male,,,,
8097,11,5,7,Friend,4,Days,1,0,0,4,Black or African American,,Male,,,,
8097,12,4,1,Don't know personally,2,Days,1,0,0,3,Black or African American,,Male,,,,
8097,13,1,1,Don't know personally,2,Days,1,0,0,1,Black or African American,,Female,,,,
8097,14,7,1,Don't know personally,6,Hours,1,1,0,0,Other,,Non-binary,Non Identifiable ,,,
8097,15,7,7,Friend,4,Days,1,1,0,0,Black or African American,,Male,,,,
8097,16,7,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
8097,17,1,4,Acquaintance,16,Hours,1,0,0,18,Black or African American,,Female,,,,
8097,18,7,1,Don't know personally,4,Days,1,1,0,0,White,,Male,,,,
8097,19,7,7,Family,3,Days,1,0,0,38,Black or African American,,Male,,,,
8097,20,7,5,Acquaintance,10,Hours,1,0,0,10,Black or African American,,Male,,,,
8097,21,6,7,Family,14,Hours,1,0,0,63,Black or African American,,Male,,,,
8097,22,1,7,Friend,20,Hours,1,0,0,122,Black or African American,,Male,,,,
8097,23,7,1,Don't know personally,3,Days,1,0,0,1,Black or African American,,Male,,,,
8097,24,7,7,Family,1,Hours,1,0,0,9,Black or African American,,Male,,,,
8097,25,7,1,Don't know personally,19,Hours,1,1,0,0,Black or African American,,Female,,,,
8097,26,7,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
8097,27,1,1,Don't know personally,21,Hours,1,1,0,0,Hispanic,,Non-binary,,,,
8097,28,5,1,Don't know personally,15,Hours,1,1,0,0,Black or African American,,Male,,,,
8097,29,7,1,Don't know personally,3,Days,1,1,0,0,White,,Male,,,,
8097,30,7,7,Friend,17,Hours,1,0,0,,Black or African American,,Male,,,,
5363,1,2,1,Don't know personally,13,Minutes,1,1,0,0,White,,Female,Group A,,,Group A
5363,2,3,2,Acquaintance,5,Minutes,1,1,0,1,Hispanic,,Male,Group B,,,Group A; Unidentifiable
5363,3,4,1,Don't know personally,28,Minutes,1,1,0,0,White,,Female,Group C,,,
5363,4,1,1,Don't know personally,29,Minutes,1,1,0,0,White,,Female,,,,Group C
5363,5,1,1,Don't know personally,48,Minutes,1,1,0,0,Black or African American,,Female,,,,
5363,6,3,,,8,Hours,0,0,0,,,,,,,,Group B
5363,7,2,,,5,Hours,0,0,0,,,,,,,,Group E
5363,8,1,1,Don't know personally,9,Hours,1,1,0,0,Hispanic,,Female,Group D,,,
5363,9,2,1,Don't know personally,3,Hours,1,1,0,0,Hispanic,,Female,,,,
5363,10,1,,,21,Minutes,0,0,0,,,,,,,,
5363,11,2,1,Don't know personally,3,Days,1,1,0,0,Asian,,Male,Group D,,,
5363,12,2,,,2,Days,0,0,0,,,,,,,,
5363,13,1,,,2,Days,0,0,0,,,,,Suggested Post,,,
5363,14,2,1,Don't know personally,53,Minutes,1,1,0,0,Black or African American,,Female,,,,
5363,15,3,1,Don't know personally,4,Minutes,1,1,0,0,White,,Female,,,,
5363,16,4,,,8,Hours,0,0,0,,,,,,,,
5363,17,2,1,Don't know personally,9,Hours,1,1,0,0,White,,Female,Group E,,,
5363,18,6,5,Friend,9,Hours,1,0,0,7,White,,Non-binary,,,,
5363,19,1,,,22,Hours,0,0,0,,,,,Suggested Post,,,
5363,20,3,1,Don't know personally,24,Minutes,1,1,0,0,White,,Female,Bundled Post - A person posted the same post in 2 groups,,,
5363,21,6,7,Friend,2,Hours,1,0,0,5,White,,Female,,,,
5363,22,4,3,Family,6,Hours,1,0,0,0,White,,Female,,,,
5363,23,2,,,25,Days,0,0,0,,,,,Suggested Event,,,
5363,24,5,5,Friend,1,Hours,1,0,0,7,White,,Non-binary,,,,
5363,25,2,1,Don't know personally,5,Minutes,1,1,0,0,Asian,,Female,,,,
5363,26,1,1,Don't know personally,3,Minutes,1,1,0,0,White,,Male,Group D,,,
5363,27,1,1,Don't know personally,3,Minutes,1,1,0,0,White,,Female,Group C,,,
5363,28,1,,,3,Days,0,0,0,,,,,Suggested Post,,,
5363,29,3,1,Don't know personally,11,Hours,1,1,0,0,Hispanic,,Male,,,,
5363,30,3,1,Don't know personally,24,Minutes,1,1,0,0,Asian,,Female,Group E,,,
3817,1,4,7,Family,2,Hours,1,0,0,24,Asian,,Female,,,,
3817,2,6,1,Don't know personally,16,Minutes,1,1,0,0,White,,Female,,,,
3817,3,1,1,Don't know personally,1,Days,1,1,0,0,White,,Female,,,,
3817,4,2,1,Don't know personally,3,Hours,1,1,0,0,Other,,Non-binary,Unidentifiable,,,
3817,5,2,4,Acquaintance,4,Days,1,1,0,45,White,,Female,,,,
3817,6,3,7,Family,2,Days,1,0,0,24,Asian,,Female,,,,
3817,7,5,,,23,Hours,0,0,0,0,,,,,,,
3817,8,3,5,Acquaintance,1,Days,1,0,0,15,White,,Female,,,,
3817,9,1,1,Don't know personally,3,Hours,1,1,0,56,Asian,,Male,,,,
3817,10,2,1,Don't know personally,12,Hours,1,1,0,0,White,,Male,,,,
3817,11,2,1,Don't know personally,23,Hours,1,1,0,56,Asian,,Male,,,,
3817,12,2,4,Acquaintance,3,Days,1,1,0,37,White,,Female,,,,
3817,13,1,,,2,Days,0,0,0,0,,,,,,,
3817,14,4,1,Don't know personally,23,Hours,1,1,0,10,White,,Female,,,,
3817,15,5,5,Family,2,Days,1,0,0,6,White,,Female,,,,
3817,16,5,,,3,Hours,0,0,0,0,,,,,,,
3817,17,1,4,Acquaintance,3,Days,1,1,0,25,Asian,,Female,,,,
3817,18,5,3,Acquaintance,4,Hours,1,0,0,62,White,,Female,,,,
3817,19,7,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
3817,20,6,5,Family,2,Days,1,0,0,6,White,,Female,,,,
3817,21,5,5,Acquaintance,1,Days,1,0,0,5,Asian,,Female,,,,
3817,22,6,,,1,Days,0,0,0,0,,,,,,,
3817,23,7,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
3817,24,6,4,Acquaintance,16,Hours,1,0,0,44,White,,Female,,,,
3817,25,5,5,Acquaintance,13,Hours,1,0,0,26,Black or African American,,Female,,,,
3817,26,4,4,Acquaintance,21,Hours,1,0,0,31,White,,Female,,,,
3817,27,4,,,1,Days,0,0,0,0,,,,,,,
3817,28,5,,,1,Days,0,0,0,0,,,,,,,
3817,29,4,4,Acquaintance,2,Hours,1,0,0,68,White,,Female,,,,
3817,30,6,1,Don't know personally,2,Days,1,1,0,0,White,,Male,,,,
1736,1,7,6,Friend,2,Days,1,0,0,130,Hispanic,,Male,,,,
1736,2,6,6,Friend,7,Days,1,0,0,64,Asian,,Female,,,,
1736,3,2,4,Acquaintance,2,Days,1,0,0,28,White,,Male,,,,
1736,4,3,7,Family,1,Days,1,0,0,43,Asian,,Female,,,,
1736,5,1,4,Acquaintance,3,Days,1,0,0,257,Asian,,Male,,,,
1736,6,2,6,Friend,3,Days,1,0,0,2,White,,Female,,,,
1736,7,6,3,Acquaintance,2,Days,1,0,0,122,White,,Female,,,,
1736,8,1,3,Acquaintance,56,Minutes,1,0,0,58,Asian,,Female,,,,
1736,9,6,3,Acquaintance,20,Minutes,1,0,0,24,White,,Female,,,,
1736,10,1,2,Don't know personally,4,Days,1,0,0,21,Asian,,Male,,,,
1736,11,5,4,Acquaintance,3,Days,1,0,0,18,White,,Female,,,,
1736,12,3,3,Acquaintance,14,Hours,1,0,0,26,White,,Female,,,,
1736,13,5,3,Acquaintance,4,Days,1,0,0,11,Asian,,Female,,,,
1736,14,5,,,2,Days,0,0,0,0,,,,,,,
1736,15,3,3,Acquaintance,1,Hours,1,0,0,58,Asian,,Female,,,,
1736,16,1,3,Acquaintance,2,Days,1,0,0,10,Asian,,Female,,,,
1736,17,4,1,Don't know personally,4,Days,1,0,0,35,Asian,,Female,,,,
1736,18,2,4,Acquaintance,2,Days,1,0,0,18,White,,Female,,,,
1736,19,1,2,Don't know personally,3,Days,1,0,0,43,Asian,,Male,,,,
1736,20,2,5,Acquaintance,1,Days,1,0,0,59,White,,Male,,,,
1736,21,5,1,Don't know personally,2,Hours,1,0,0,5,White,,Female,,,,
1736,22,1,1,Don't know personally,6,Days,1,0,0,105,Asian,,Female,,,,
1736,23,1,2,Don't know personally,8,Hours,1,0,0,8,White,,Female,,,,
1736,24,5,4,Acquaintance,5,Days,1,0,0,97,White,,Female,,,,
1736,25,3,2,Don't know personally,4,Hours,1,0,0,29,White,,Female,,,,
1736,26,1,2,Don't know personally,4,Hours,1,0,0,8,White,,Male,,,,
1736,27,4,1,Don't know personally,12,Hours,1,0,0,6,Asian,,Female,,,,
1736,28,4,4,Acquaintance,2,Days,1,0,0,80,White,,Male,,,,
1736,29,5,1,Don't know personally,9,Minutes,1,0,0,5,White,,Female,,,,
1736,30,6,3,Acquaintance,2,Minutes,1,0,0,70,White,,Female,,,,
6258,1,6,,,7,Minutes,0,0,0,,,,,,,,
6258,2,4,7,Friend,9,Hours,1,0,0,72,Black or African American,,Male,,,,
6258,3,7,,,1,Hours,0,0,0,,,,,Page A,,,
6258,4,2,1,Don't know personally,7,Minutes,1,1,0,12,Black or African American,,Female,Group A,,,
6258,5,3,,,4,Hours,0,0,0,,,,,Page B,,,
6258,6,3,,,2,Hours,0,0,0,,,,,,,,
6258,7,3,4,Acquaintance,2,Hours,1,0,0,9,Black or African American,,Female,,,,
6258,8,5,,,2,Hours,0,0,0,,,,,,,,
6258,9,6,7,Friend,1,Hours,1,0,0,67,Black or African American,,Male,,,,
6258,10,2,1,Don't know personally,1,Hours,1,0,0,4,Black or African American,,Male,,,,
6258,11,4,4,Friend,1,Minutes,1,0,0,33,Black or African American,,Female,,,,
6258,12,1,1,Don't know personally,4,Minutes,1,0,0,19,Black or African American,,Female,,,,
6258,13,7,,,4,Hours,0,0,0,,,,,Page C,,,
6258,14,3,,,3,Days,0,0,0,,,,,Suggested Post,,,
6258,15,4,,,3,Hours,0,0,0,,,,,Page B,,,
6258,16,5,6,Friend,4,Days,1,0,0,74,Black or African American,,Female,,,,
6258,17,1,1,Don't know personally,5,Hours,1,1,0,4,Black or African American,,Male,,,,
6258,18,1,,,1,Days,0,0,0,,,,,Suggested Post,,,
6258,19,2,2,Acquaintance,2,Hours,1,0,0,6,Black or African American,,Male,,,,
6258,20,5,5,Friend,2,Hours,1,0,0,109,,,,Unidentifiable,,,
6258,21,5,,,5,Hours,0,0,0,,,,,,,,
6258,22,6,,,3,Days,0,0,0,,,,,Suggested Post,,,
6258,23,1,1,Don't know personally,2,Hours,1,1,0,3,Black or African American,,Male,Group A,,,
6258,24,2,,,17,Minutes,0,0,0,,,,,,,,
6258,25,1,1,Don't know personally,3,Hours,1,0,0,16,Black or African American,,Male,,,,
6258,26,4,3,Acquaintance,10,Minutes,1,0,0,22,Black or African American,,Male,Person A,,,
6258,27,5,,,2,Days,0,0,0,,,,,Suggested Post,,,
6258,28,6,6,Friend,47,Minutes,1,0,0,412,Black or African American,,Male,,,,
6258,29,3,,,2,Minutes,0,0,0,,,,,,,,
6258,30,2,3,Acquaintance,5,Minutes,1,0,0,22,Black or African American,,Male,Person A,,,
6947,1,6,,,22,Hours,0,0,0,0,,,,,,,
6947,2,5,4,Acquaintance,1,Days,1,0,0,32,Asian,,Female,,,,
6947,3,6,3,Acquaintance,6,Days,1,0,0,88,White,,Female,,,,
6947,4,4,2,Don't know personally,7,Hours,1,0,0,8,Asian,,Female,,,,
6947,5,7,,,10,Minutes,0,0,0,0,,,,,,,
6947,6,6,,,1,Days,0,0,0,0,,,,,,,
6947,7,4,5,Acquaintance,2,Days,1,0,0,120,Hispanic,,Male,,,,
6947,8,4,4,Acquaintance,4,Days,1,0,0,5,Asian,,Female,,,,
6947,9,4,3,Acquaintance,2,Days,1,1,0,0,White,,Male,,,,
6947,10,1,6,Friend,2,Days,1,0,0,2,White,,Male,,,,
6947,11,4,2,Don't know personally,4,Days,1,0,0,8,Asian,,Male,,,,
6947,12,6,,,1,Days,0,0,0,0,,,,,,,
6947,13,1,6,Friend,4,Days,1,0,0,2,White,,Male,,,,
6947,14,6,,,3,Days,0,0,0,0,,,,,,,
6947,15,6,4,Acquaintance,1,Days,1,0,0,111,Asian,,Male,,,,
6947,16,2,3,Acquaintance,2,Days,1,1,0,1,White,,Female,,,,
6947,17,3,2,Don't know personally,2,Hours,1,1,0,0,Asian,,Male,,,,
6947,18,2,6,Friend,51,Minutes,1,0,0,2,White,,Male,,,,
6947,19,6,,,1,Days,0,0,0,0,,,,,,,
6947,20,1,6,Friend,2,Days,1,0,0,2,White,,Male,,,,
6947,21,5,3,Acquaintance,2,Days,1,1,0,0,White,,Female,,,,
6947,22,4,,,1,Days,0,0,0,0,,,,,,,
6947,23,1,6,Friend,1,Days,1,0,0,2,White,,Male,,,,
6947,24,6,,,2,Days,0,0,0,0,,,,,,,
6947,25,1,6,Friend,3,Days,1,0,0,2,White,,Male,,,,
6947,26,5,4,Acquaintance,2,Days,1,1,0,1,White,,Female,,,,
6947,27,1,6,Friend,1,Hours,1,0,0,2,White,,Male,,,,
6947,28,1,6,Friend,4,Days,1,0,0,2,White,,Male,,,,
6947,29,4,6,Friend,2,Days,1,0,0,2,White,,Male,,,,
6947,30,4,4,Acquaintance,4,Days,1,0,0,5,Asian,,Female,,,,
8823,1,3,5,Acquaintance,34,Minutes,1,0,0,13,Asian,,Female,,,,
8823,2,2,1,Don't know personally,58,Minutes,1,1,0,0,White,,Male,,,,
8823,3,4,,,26,Minutes,0,0,0,,,,,,,,
8823,4,2,1,Don't know personally,53,Minutes,1,0,0,5,White,,Female,"""_____ was tagged""","""_____ was tagged""",,
8823,5,2,1,Don't know personally,1,Hours,1,1,0,0,White,,Male,,,,
8823,6,3,1,Don't know personally,4,Minutes,1,1,0,0,White,,Male,,,,
8823,7,3,1,Don't know personally,20,Hours,1,1,0,0,White,,Female,,,,
