participant_id,order,preference (1-7),familiarity (1-7),relationship,post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),common_friends,race_RA_1,race_RA_2,gender,Notes,,,
8823,8,2,1,Don't know personally,3,Days,1,1,0,0,Black or African American,,Male,,,,
8823,9,1,,,1,Days,0,0,0,,,,,,,,
8823,10,1,1,Don't know personally,1,Days,1,1,0,0,White,,Male,,,,
8823,11,3,1,Don't know personally,1,Hours,1,1,0,0,White,,Male,,,,
8823,12,4,1,Don't know personally,58,Minutes,1,1,0,1,White,,Male,,,,
8823,13,3,,,2,Days,0,0,0,,,,,,,,
8823,14,2,,,23,Hours,0,0,0,,,,,Suggested Post,,,
8823,15,4,1,Don't know personally,1,Hours,1,1,0,0,White,,Male,,,,
8823,16,1,1,Don't know personally,33,Minutes,1,1,0,0,Asian,,Female,,,,
8823,17,2,,,14,Hours,0,0,0,,,,,Suggested Post,,,
8823,18,3,1,Don't know personally,24,Minutes,1,1,0,25,White,,Male,,,,
8823,19,2,1,Don't know personally,2,Hours,1,1,0,1,White,,Male,,,,
8823,20,4,,,3,Days,0,0,0,,,,,,,,
8823,21,5,,,27,Minutes,0,0,0,,,,,,,,
8823,22,3,,,4,Minutes,0,0,0,,,,,,,,
8823,23,1,,,15,Hours,0,0,0,,,,,Suggested Post,,,
8823,24,5,,,2,Days,0,0,0,,,,,,,,
8823,25,4,,,3,Days,0,0,0,,,,,,,,
8823,26,1,1,Don't know personally,3,Hours,1,1,0,0,White,,Male,,,,
8823,27,1,1,Don't know personally,20,Hours,1,1,0,0,White,,Female,,,,
8823,28,4,,,3,Days,0,0,0,,,,,Suggested Post,,,
8823,29,3,1,Don't know personally,3,Hours,1,1,0,0,White,,Male,,,,
8823,30,2,,,23,Hours,0,0,0,,,,,,,,
5481,1,3,6,Friend,22,Hours,1,0,0,10,White,,Female,Person A,,,
5481,2,6,6,Friend,1,Days,1,0,0,16,White,,Female,,,,
5481,3,2,,,2,Days,0,0,0,,,,,Page A,,,
5481,4,1,6,Friend,21,Hours,1,0,0,16,White,,Female,Person A,,,
5481,5,1,3,Acquaintance,1,Days,1,0,0,122,White,,Female,,,,
5481,6,4,4,Acquaintance,2,Days,1,0,0,7,White,,Female,,,,
5481,7,3,,,2,Days,0,0,0,,,,,Page A - Same post of live video as previous showing of this page,,,
5481,8,1,1,Don't know personally,17,Hours,1,0,0,14,Asian,,Female,,,,
5481,9,3,7,Family,2,Hours,1,0,0,23,White,,Male,,,,
5481,10,2,1,Don't know personally,1,Hours,1,0,0,7,Hispanic,,Female,,,,
5481,11,2,3,Acquaintance,18,Hours,1,0,0,17,White,,Female,,,,
5481,12,1,,,2,Days,0,0,0,,,,,,,,
5481,13,2,7,Family,1,Days,1,0,0,23,White,,Male,,,,
5481,14,5,,,2,Days,0,0,0,,,,,,,,
5481,15,3,3,Acquaintance,5,Days,1,0,0,14,White,,Female,,,,
5481,16,1,2,Acquaintance,2,Days,1,0,0,71,White,,Male,,,,
5481,17,3,3,Acquaintance,7,Days,1,0,0,11,Black or African American,,Male,,,,
5481,18,3,,,2,Days,0,0,0,,,,,,,,
5481,19,1,1,Don't know personally,2,Days,1,0,0,8,White,,Female,,,,
5481,20,4,6,Friend,15,Hours,1,0,0,8,White,,Female,,,,
5481,21,3,,,3,Days,0,0,0,,,,,Page A,,,
5481,22,3,6,Friend,15,Hours,1,0,0,10,White,,Female,Person A,,,
5481,23,1,1,Don't know personally,2,Days,1,0,0,42,White,,Female,,,,
5481,24,1,2,Acquaintance,1,Days,1,0,0,42,White,,Male,,,,
5481,25,1,2,Acquaintance,2,Days,1,0,0,28,White,,Male,,,,
5481,26,2,3,Acquaintance,2,Days,1,0,0,22,White,,Female,,,,
5481,27,3,3,Acquaintance,7,Days,1,0,0,11,White,,Female,,,,
5481,28,1,2,Acquaintance,2,Days,1,0,0,17,White,,Female,,,,
5481,29,2,2,Acquaintance,2,Days,1,0,0,106,White,,Female,,,,
5481,30,4,3,Acquaintance,1,Days,1,0,0,22,Black or African American,,Male,,,,
8406,1,7,1,Don't know personally,8,Hours,1,1,0,0,White,,Male,,,,
8406,2,2,1,Don't know personally,1,Hours,1,1,0,0,Asian,,Female,,,,
8406,3,4,1,Don't know personally,13,Hours,1,1,0,0,Asian,,Male,,,,
8406,4,7,2,Don't know personally,3,Hours,1,1,0,19,Asian,,Male,,,,
8406,5,6,7,Friend,7,Hours,1,0,0,205,Asian,,Male,,,,
8406,6,5,1,Don't know personally,8,Hours,1,1,0,0,Asian,,Male,,,,
8406,7,4,2,Don't know personally,1,Days,1,0,0,19,Asian,,Male,,,,
8406,8,5,1,Don't know personally,4,Days,1,1,0,0,Asian,,Male,,,,
8406,9,7,1,Don't know personally,8,Hours,1,1,0,0,White,,Female,,,,
8406,10,3,,,2,Days,0,0,0,0,,,,,,,
8406,11,3,1,Don't know personally,1,Days,1,1,0,0,Asian,,Male,,,,
8406,12,5,1,Don't know personally,4,Hours,1,1,0,0,Asian,,Male,,,,
8406,13,2,,,1,Hours,0,0,0,0,,,,,,,
8406,14,6,1,Don't know personally,8,Hours,1,1,0,0,Asian,,Male,,,,
8406,15,7,1,Don't know personally,2,Hours,1,1,0,1,Asian,,Female,,,,
8406,16,1,,,2,Hours,0,0,0,0,,,,,,,
8406,17,1,1,Don't know personally,10,Hours,1,1,0,0,Asian,,Male,,,,
8406,18,6,1,Don't know personally,2,Hours,1,1,0,0,Asian,,Female,,,,
8406,19,2,,,3,Days,0,0,0,0,,,,,,,
8406,20,2,,,1,Hours,0,0,0,0,,,,,,,
8406,21,3,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,,,,
8406,22,7,1,Don't know personally,4,Hours,1,1,0,0,Asian,,Male,,,,
8406,23,3,1,Don't know personally,16,Hours,1,1,0,0,White,,Female,,,,
8406,24,1,1,Don't know personally,7,Hours,1,1,0,0,Asian,,Male,,,,
8406,25,7,1,Don't know personally,2,Days,1,1,0,0,Asian,,Female,,,,
8406,26,2,,,17,Hours,0,0,0,0,,,,,,,
8406,27,4,7,Friend,9,Hours,1,0,0,214,Asian,,Female,,,,
8406,28,7,1,Don't know personally,9,Hours,1,1,0,0,White,,Male,,,,
8406,29,6,6,Friend,2,Days,1,0,0,103,Asian,,Female,,,,
8406,30,4,1,Don't know personally,2,Days,1,1,0,0,Asian,,Male,,,,
5222,1,5,1,Don't know personally,1,Days,1,1,0,0,White,,Male,,,,
5222,2,6,5,Acquaintance,6,Hours,1,0,0,3,White,,Male,,,,
5222,3,4,6,Friend,1,Days,1,0,0,48,White,,Female,,,,
5222,4,5,,,20,Hours,0,0,0,0,,,,,,,
5222,5,5,4,Acquaintance,2,Days,1,1,0,14,White,,Female,,,,
5222,6,6,,,5,Days,0,0,0,0,,,,,,,
5222,7,4,,,1,Days,0,0,0,0,,,,,,,
5222,8,5,7,Family,3,Days,1,0,0,156,White,,Female,,,,
5222,9,6,5,Acquaintance,3,Days,1,0,0,3,White,,Female,,,,
5222,10,6,,,1,Days,0,0,0,0,,,,,,,
5222,11,4,1,Don't know personally,3,Hours,1,1,0,0,Other,,Non-binary,Unidentifiable,,,
5222,12,6,,,22,Hours,0,0,0,0,,,,,,,
5222,13,6,5,Acquaintance,1,Days,1,0,0,3,White,,Male,,,,
5222,14,3,1,Don't know personally,34,Minutes,1,1,0,0,White,,Male,,,,
5222,15,6,,,1,Days,0,0,0,0,,,,,,,
5222,16,3,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
5222,17,4,1,Don't know personally,1,Days,1,1,0,0,White,,Female,,,,
5222,18,4,,,6,Days,0,0,0,0,,,,,,,
5222,19,5,,,2,Days,0,0,0,0,,,,,,,
5222,20,5,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
5222,21,6,,,2,Days,0,0,0,0,,,,,,,
5222,22,7,,,4,Days,0,0,0,0,,,,,,,
5222,23,7,,,1,Days,0,0,0,0,,,,,,,
5222,24,5,,,2,Days,0,0,0,0,,,,,,,
5222,25,7,,,5,Hours,0,0,0,0,,,,,,,
5222,26,5,,,4,Days,0,0,0,0,,,,,,,
5222,27,7,,,2,Days,0,0,0,0,,,,,,,
5222,28,7,,,1,Days,0,0,0,0,,,,,,,
5222,29,3,1,Don't know personally,7,Minutes,1,1,0,0,White,,Male,,,,
5222,30,7,,,1,Days,0,0,0,0,,,,,,,
8499,1,3,,,36,Minutes,0,0,0,0,,,,,,,
8499,2,2,6,Friend,2,Hours,1,0,0,9,White,,Female,,,,
8499,3,2,2,Don't know personally,4,Hours,1,0,0,85,White,,Female,,,,
8499,4,5,7,Family,3,Hours,1,0,0,23,White,,Female,,,,
8499,5,1,1,Don't know personally,19,Hours,1,1,0,0,White,,Female,,,,
8499,6,1,4,Acquaintance,34,Minutes,1,1,0,1,White,,Female,,,,
8499,7,3,1,Don't know personally,3,Hours,1,1,0,0,White,,Female,,,,
8499,8,1,5,Acquaintance,1,Days,1,0,0,1,White,,Female,,,,
8499,9,1,4,Acquaintance,15,Hours,1,0,0,16,White,,Female,,,,
8499,10,5,,,15,Hours,0,0,0,0,,,,,,,
8499,11,5,,,3,Days,0,0,0,0,,,,,,,
8499,12,1,1,Don't know personally,1,Days,1,1,0,0,White,,Female,,,,
8499,13,4,3,Acquaintance,9,Minutes,1,0,0,62,White,,Female,,,,
8499,14,1,1,Don't know personally,15,Minutes,1,1,0,0,White,,Female,,,,
8499,15,2,6,Friend,2,Minutes,1,0,0,9,White,,Male,,,,
8499,16,1,1,Don't know personally,1,Hours,1,1,0,0,White,,,,,,
8499,17,1,,,7,Hours,0,0,0,0,,,,,,,
8499,18,3,3,Acquaintance,20,Hours,1,0,0,7,White,,Male,,,,
8499,19,1,7,Family,3,Hours,1,0,0,,White,,Female,,,,
8499,20,2,,,23,Minutes,0,0,0,0,,,,,,,
8499,21,3,1,Don't know personally,1,Days,1,1,0,0,White,,Female,,,,
8499,22,2,,,5,Hours,0,0,0,0,,,,,,,
8499,23,2,1,Don't know personally,2,Minutes,1,1,0,0,White,,Female,,,,
8499,24,2,,,1,Days,0,0,0,0,,,,,,,
8499,25,1,5,Acquaintance,4,Hours,1,0,0,13,White,,Female,,,,
8499,26,1,,,1,Hours,0,0,0,0,,,,,,,
8499,27,2,1,Don't know personally,8,Minutes,1,1,0,0,White,,Female,,,,
8499,28,1,1,Don't know personally,6,Minutes,1,1,0,0,White,,Female,,,,
8499,29,2,1,Don't know personally,17,Hours,1,1,0,0,White,,Female,,,,
8499,30,1,,,7,Hours,0,0,0,0,,,,,,,
2526,1,7,4,Friend,3,Days,1,0,0,90,White,,Female,Participant reacted to this post,,,
2526,2,7,7,Friend,2,Days,1,1,0,91,Asian,,Female,Group A,,,
2526,3,6,2,Acquaintance,3,Days,1,0,0,18,Black or African American,,Male,Participant reacted to this post,,,
2526,4,1,,,4,Days,0,0,0,,,,,,,,
2526,5,1,1,Don't know personally,86,Days,1,1,0,0,Hispanic,,Male,"Group B; ""_____ commented""",,,
2526,6,7,7,Friend,5,Days,1,1,0,53,Hispanic,,Male,,,,
2526,7,7,7,Friend,10,Days,1,1,0,121,Asian,,Female,Group C,,,
2526,8,7,,,4,Days,0,0,0,,,,,Suggested Post,,,
2526,9,7,7,Friend,5,Days,1,0,0,50,Hispanic,,Male,Participant accidentally refreshed the feed,,,
2526,10,1,1,Don't know personally,2,Hours,1,1,0,60,Asian,,Male,,,,
2526,11,5,2,Acquaintance,2,Days,1,0,0,0,White,,Female,,,,
2526,12,2,6,Acquaintance,2,Days,1,0,0,50,White,,Male,Bundeled Post - 14 people wished a friend happy birthday ,,,
2526,13,5,1,Don't know personally,4,Days,1,1,0,0,White,,Female,Group A,,,
2526,14,3,1,Don't know personally,65,Days,1,1,0,1,Asian,,Male,Group B,,,
2526,15,1,7,Friend,19,Hours,1,0,0,23,Black or African American,,Female,,,,
2526,16,1,,,7,Hours,0,0,0,,,,,Suggested Post,,,
2526,17,1,1,Don't know personally,3,Days,1,0,0,0,White,,Female,,,,
2526,18,7,1,Don't know personally,3,Hours,1,1,0,0,White,,Female,,,,
2526,19,3,,,3,Days,0,0,0,,,,,Suggested Post,,,
2526,20,7,1,Don't know personally,3,Hours,1,1,0,3,Asian,,Male,,,,
2526,21,2,5,Acquaintance,1,Days,1,0,0,22,White,,Female,,,,
2526,22,7,1,Friend,2,Days,1,0,0,0,White,,Female,,,,
2526,23,7,1,Don't know personally,14,Hours,1,1,0,0,Asian,,Female,Group B,,,
2526,24,1,,,3,Days,0,0,0,,,,,Suggested Post,,,
2526,25,1,1,Don't know personally,2,Days,1,1,0,5,White,,Female,Group A,,,
2526,26,4,1,Don't know personally,2,Days,1,1,0,0,White,,Male,,,,
2526,27,7,1,Don't know personally,1,Days,1,1,0,0,White,,Male,Group B,,,
2526,28,1,1,Don't know personally,3,Days,1,1,0,0,White,,Female,,,,
2526,29,1,,,15,Hours,0,0,0,,,,,Suggested Post,,,
2526,30,2,1,Don't know personally,1,Days,1,1,0,0,Asian,,Male,,,,
1744,1,1,,,12,Minutes,0,0,0,0,,,,,,,
1744,2,2,1,Don't know personally,19,Hours,1,1,0,0,Asian,,Male,,,,
1744,3,3,5,Acquaintance,21,Minutes,1,0,0,13,Hispanic,,Female,,,,
1744,4,4,,,1,Days,0,0,0,0,,,,,,,
1744,5,2,1,Don't know personally,1,Hours,1,1,0,0,White,,Male,,,,
1744,6,2,,,19,Hours,0,0,0,0,,,,,,,
1744,7,2,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
1744,8,4,,,3,Days,0,0,0,0,,,,,,,
1744,9,2,,,3,Days,0,0,0,0,,,,,,,
1744,10,3,,,2,Days,0,0,0,0,,,,,,,
1744,11,3,1,Don't know personally,2,Days,1,1,0,0,White,,Male,,,,
1744,12,1,4,Acquaintance,3,Days,0,0,0,0,,,,,,,
1744,13,1,1,Don't know personally,2,Days,1,1,0,0,White,,,,,,
1744,14,2,,,1,Days,0,0,0,0,,,Female,,,,
1744,15,2,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
1744,16,1,,,2,Days,0,0,0,0,,,,,,,
1744,17,1,1,Don't know personally,2,Days,1,1,0,0,Other,,Non-binary,,,,
1744,18,2,4,Acquaintance,3,Days,1,0,0,329,White,,Male,,,,
1744,19,4,7,Friend,17,Hours,1,0,0,28,White,,Male,,,,
1744,20,1,5,Acquaintance,4,Hours,1,0,0,85,White,,Female,,,,
1744,21,2,1,Don't know personally,3,Days,1,1,0,0,White,,Female,,,,
1744,22,1,,,2,Days,0,0,0,0,,,,,,,
1744,23,4,,,2,Days,0,0,0,0,,,,,,,
1744,24,3,,,2,Days,0,0,0,0,,,,,,,
1744,25,1,,,2,Days,0,0,0,0,,,,,,,
1744,26,3,,,2,Days,0,0,0,0,,,,,,,
1744,27,3,,,3,Days,0,0,0,0,,,,,,,
1744,28,2,,,2,Days,0,0,0,0,,,,,,,
1744,29,3,,,3,Days,0,0,0,0,,,,,,,
1744,30,4,,,2,Days,0,0,0,0,,,,,,,
4409,1,3,,,1,Hours,0,0,0,,,,,Page A,,,
4409,2,4,3,Acquaintance,46,Minutes,1,0,0,14,White,,Female,,,,
4409,3,5,,,16,Hours,0,0,0,,,,,,,,
4409,4,6,1,Don't know personally,8,Hours,1,1,0,0,White,,Female,,,,
4409,5,2,2,Don't know personally,2,Hours,1,1,0,38,White,,Female,,,,
4409,6,4,,,2,Days,0,0,0,,,,,,,,
4409,7,3,,,2,Days,0,0,0,,,,,,,,
4409,8,6,3,Acquaintance,1,Days,1,0,0,53,White,,Female,Person A,,,
4409,9,2,4,Friend,23,Hours,1,0,0,74,White,,Female,,,,
4409,10,3,2,Acquaintance,20,Hours,1,0,0,15,White,,Female,,,,
4409,11,5,3,Acquaintance,3,Hours,1,0,0,31,White,,Female,,,,
4409,12,4,3,Acquaintance,1,Days,1,0,0,100,White,,Male,,,,
4409,13,4,3,Acquaintance,1,Days,1,0,0,30,White,,Male,,,,
4409,14,5,,,4,Days,0,0,0,,,,,,,,
4409,15,4,,,18,Hours,0,0,0,,,,,Suggested Post,,,
4409,16,3,3,Acquaintance,2,Days,1,0,0,9,White,,Female,,,,
4409,17,4,4,Friend,20,Hours,1,0,0,7,White,,Female,,,,
4409,18,2,2,Acquaintance,4,Hours,1,0,0,80,White,,Female,,,,
4409,19,4,3,Acquaintance,1,Days,1,0,0,53,White,,Female,Person A,,,
4409,20,3,1,Don't know personally,1,Hours,1,0,0,18,Asian,,Female,,,,
4409,21,2,2,Acquaintance,6,Minutes,1,1,0,101,White,,Non-binary,,,,
4409,22,1,3,Acquaintance,1,Days,1,0,0,53,White,,Female,Person A,,,
4409,23,3,,,2,Days,0,0,0,,,,,,,,
4409,24,5,4,Acquaintance,19,Hours,1,0,0,101,,,,Unidentifiable,,,
4409,25,4,,,10,Days,0,0,0,,,,,Suggested Post,,,
4409,26,4,1,Don't know personally,1,Days,1,0,0,3,White,,Female,,,,
4409,27,3,2,Acquaintance,2,Days,1,0,0,35,Black or African American,,Female,,,,
4409,28,4,,,4,Minutes,0,0,0,,,,,,,,
4409,29,5,4,Friend,20,Hours,1,0,0,101,,,,Unidentifiable,,,
4409,30,2,,,17,Hours,0,0,0,,,,,Suggested Post,,,
8245,1,3,1,Don't know personally,1,Hours,1,0,0,104,White,,Female,"""_____ was tagged""",,,
8245,2,2,,,7,Minutes,0,0,0,,,,,,,,
8245,3,3,,,7,Hours,0,0,0,,,,,,,,
8245,4,3,,,3,Hours,0,0,0,,,,,,,,
8245,5,3,,,,,0,0,0,,,,,Page A; Tenure wasn't shown,,,
8245,6,2,,,14,Days,0,0,0,,,,,Suggested Post,,,
8245,7,4,,,3,Minutes,0,0,0,,,,,Page B,,,
8245,8,4,,,2,Days,0,0,0,,,,,Page C,,,
8245,9,3,,,1,Days,0,0,0,,,,,Suggested Post,,,
8245,10,2,,,6,Minutes,0,0,0,,,,,Page A,,,
8245,11,2,,,6,Hours,0,0,0,,,,,Suggested Post,,,
8245,12,5,,,2,Days,0,0,0,,,,,"Suggested Post; ""Something Went Wrong"" error popped up, needed to refresh page",,,
8245,13,3,4,Family,6,Hours,1,0,0,20,Hispanic,,Female,,,,
8245,14,2,,,3,Hours,0,0,0,,,,,Page A,,,
8245,15,3,4,Family,3,Days,1,0,0,23,Asian,Hispanic,Female,,,,
8245,16,3,1,Don't know personally,23,Hours,1,0,0,104,Asian,,Female,,,,
8245,17,2,,,2,Days,0,0,0,,,,,Suggested Post,,,
8245,18,2,4,Acquaintance,1,Days,1,0,0,33,Asian,,Male,,,,
8245,19,2,,,1,Days,0,0,0,,,,,Suggested Post,,,
8245,20,1,3,Acquaintance,1,Days,1,0,0,44,Asian,,Male,,,,
8245,21,3,,,3,Days,0,0,0,,,,,Suggested Post,,,
8245,22,4,,,3,Hours,0,0,0,,,,,,,,
8245,23,4,3,Acquaintance,7,Hours,1,0,0,44,Asian,,Male,,,,
8245,24,3,1,Don't know personally,1,Hours,1,0,0,140,White,Hispanic,Female,,,,
8245,25,4,,,4,Days,0,0,0,,,,,Suggested Post,,,
8245,26,2,5,Family,10,Hours,1,0,0,34,Asian,Hispanic,Female,,,,
8245,27,4,,,5,Hours,0,0,0,,,,,,,,
8245,28,4,,,5,Hours,0,0,0,,,,,Page B,,,
8245,29,3,1,Don't know personally,9,Hours,1,0,0,104,Asian,,Female,,,,
8245,30,2,,,2,Hours,0,0,0,,,,,,,,
2390,1,7,,,6,Hours,0,0,0,0,,,,,,,
2390,2,2,1,Don't know personally,16,Hours,1,1,0,0,Asian,,Male,,,,
2390,3,7,,,2,Hours,0,0,0,0,,,,,,,
2390,4,2,6,Friend,16,Hours,1,1,0,23,White,,Female,,,,
2390,5,7,,,4,Hours,0,0,0,0,,,,,,,
2390,6,2,1,Don't know personally,16,Hours,1,1,0,0,Hispanic,,Female,,,,
2390,7,7,,,7,Hours,0,0,0,0,,,,,,,
2390,8,7,,,11,Hours,0,0,0,0,,,,,,,
2390,9,1,1,Don't know personally,16,Hours,1,1,0,0,Asian,,Female,,,,
2390,10,7,,,3,Hours,0,0,0,0,,,,,,,
2390,11,4,4,Acquaintance,3,Hours,1,0,0,25,White,,Female,,,,
2390,12,7,,,14,Hours,0,0,0,0,,,,,,,
2390,13,2,1,Don't know personally,15,Hours,1,1,0,0,Hispanic,,Male,,,,
2390,14,2,3,Acquaintance,18,Hours,1,0,0,18,White,,Female,,,,
2390,15,2,1,Don't know personally,15,Hours,1,1,0,0,White,,Male,,,,
2390,16,7,,,16,Hours,0,0,0,0,,,,,,,
2390,17,1,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,,,,
2390,18,7,,,10,Hours,0,0,0,0,,,,,,,
2390,19,3,1,Don't know personally,16,Hours,1,1,0,0,White,,Male,,,,
2390,20,7,,,5,Hours,0,0,0,0,,,,,,,
2390,21,3,1,Don't know personally,16,Hours,1,1,0,0,Asian,,Male,,,,
2390,22,3,1,Don't know personally,30,Minutes,1,1,0,0,White,,Male,,,,
2390,23,2,1,Don't know personally,16,Hours,1,1,0,0,White,,Female,,,,
2390,24,3,4,Acquaintance,18,Hours,1,0,0,156,Asian,,Female,,,,
2390,25,1,5,Acquaintance,1,Days,1,1,0,123,White,,Male,,,,
2390,26,2,4,Acquaintance,18,Hours,1,0,0,98,White,,Male,,,,
2390,27,1,4,Acquaintance,20,Hours,1,0,0,25,White,,Female,,,,
2390,28,7,,,4,Hours,0,0,0,0,,,,,,,
2390,29,3,1,Don't know personally,18,Hours,1,1,0,0,Asian,,Male,,,,
2390,30,7,,,15,Hours,0,0,0,0,,,,,,,
5146,1,6,,,2,Minutes,0,0,0,0,,,,,,,
5146,2,7,7,Friend,16,Minutes,1,0,0,9,White,,Female,,,,
5146,3,6,4,Acquaintance,19,Days,1,0,0,8,White,,Female,,,,
5146,4,7,7,Friend,12,Hours,1,0,0,30,White,,Female,,,,
5146,5,7,7,Family,19,Hours,1,0,0,4,White,,Female,,,,
5146,6,7,5,Acquaintance,1,Hours,1,0,0,49,White,,Female,,,,
5146,7,7,7,Friend,17,Hours,1,0,0,3,White,,Female,,,,
5146,8,6,2,Don't know personally,2,Hours,1,0,0,48,White,,Male,,,,
5146,9,7,5,Acquaintance,11,Hours,1,0,0,53,White,,Female,,,,
5146,10,7,7,Friend,7,Minutes,1,0,0,30,White,,Female,,,,
5146,11,7,,,4,Hours,0,0,0,0,,,,,,,
5146,12,7,5,Acquaintance,17,Minutes,1,0,0,130,White,,Female,,,,
5146,13,6,1,Don't know personally,2,Days,1,0,0,1,White,,Male,,,,
5146,14,7,,,42,Minutes,0,0,0,0,,,,,,,
5146,15,7,5,Acquaintance,34,Minutes,1,0,0,49,White,,Female,,,,
5146,16,7,5,Acquaintance,2,Days,1,0,0,276,White,,Female,,,,
5146,17,7,7,Friend,3,Hours,1,0,0,9,White,,Female,,,,
5146,18,7,7,Friend,3,Hours,1,0,0,276,White,,Female,,,,
5146,19,6,7,Friend,4,Hours,1,0,0,18,White,,Female,,,,
5146,20,1,7,Friend,13,Minutes,1,0,0,2,White,,Female,,,,
5146,21,4,2,Don't know personally,6,Days,1,0,0,6,White,,Female,,,,
5146,22,7,,,1,Hours,0,0,0,0,,,,,,,
5146,23,7,7,Friend,11,Hours,1,0,0,90,White,,Female,,,,
5146,24,6,5,Acquaintance,13,Hours,1,0,0,35,White,,Female,,,,
5146,25,1,5,Acquaintance,8,Hours,1,0,0,130,White,,Female,,,,
5146,26,7,7,Friend,1,Hours,1,0,0,18,White,,Female,,,,
5146,27,4,7,Friend,2,Days,1,0,0,30,White,,Female,,,,
5146,28,7,5,Acquaintance,3,Days,1,0,0,53,White,,Female,,,,
5146,29,6,1,Don't know personally,4,Days,1,0,0,249,White,,Female,,,,
5146,30,4,7,Friend,2,Days,1,0,0,2,White,,Female,,,,
5584,1,4,,,15,Minutes,0,0,0,0,,,,,,,
5584,2,6,,,2,Hours,0,0,0,0,,,,,,,
5584,3,6,,,2,Days,0,0,0,0,,,,,,,
5584,4,2,,,2,Days,0,0,0,0,,,,,,,
5584,5,3,,,5,Days,0,0,0,0,,,,,,,
5584,6,7,,,2,Hours,0,0,0,0,,,,,,,
5584,7,5,,,4,Hours,0,0,0,0,,,,,,,
5584,8,2,,,6,Hours,0,0,0,0,,,,,,,
5584,9,5,,,2,Hours,0,0,0,0,,,,,,,
5584,10,6,,,2,Days,0,0,0,0,,,,,,,
5584,11,4,,,2,Days,0,0,0,0,,,,,,,
5584,12,5,1,Don't know personally,2,Days,1,1,0,0,Asian,,Female,,,,
5584,13,2,1,Don't know personally,3,Days,1,1,0,0,Asian,,Female,,,,
5584,14,2,,,2,Days,0,0,0,0,,,,,,,
5584,15,3,1,Don't know personally,2,Hours,1,1,0,0,White,,Female,,,,
5584,16,2,1,Don't know personally,3,Days,1,1,0,0,Asian,,Male,,,,
5584,17,3,,,2,Days,0,0,0,0,,,,,,,
5584,18,2,1,Don't know personally,10,Hours,1,1,0,0,Asian,,Female,,,,
5584,19,2,2,Don't know personally,15,Hours,1,1,0,2,White,,Female,,,,
5584,20,4,,,6,Hours,0,0,0,0,,,,,,,
5584,21,2,1,Don't know personally,2,Hours,1,1,0,0,White,,Female,,,,
5584,22,1,1,Don't know personally,4,Days,1,1,0,0,Asian,,Female,,,,
5584,23,2,,,2,Days,0,0,0,0,,,,,,,
5584,24,2,1,Don't know personally,3,Days,1,1,0,0,Asian,,Male,,,,
5584,25,3,,,2,Days,0,0,0,0,,,,,,,
5584,26,1,1,Don't know personally,3,Days,1,1,0,0,Asian,,Female,,,,
5584,27,4,1,Don't know personally,2,Hours,1,1,0,0,Asian,,Male,,,,
5584,28,1,,,13,Hours,0,0,0,0,,,,,,,
5584,29,1,1,Don't know personally,2,Days,1,1,0,0,Asian,,Female,,,,
5584,30,1,3,Family,7,Hours,1,1,0,0,Asian,,Female,,,,
9443,1,5,2,Don't know personally,56,Minutes,1,0,0,13,White,,Female,,,,
9443,2,2,6,Friend,2,Days,1,0,0,8,White,,Male,,,,
9443,3,6,5,Acquaintance,2,Hours,1,0,0,1,White,,Female,,,,
9443,4,2,3,Acquaintance,12,Hours,1,0,0,7,White,,Female,,,,
9443,5,7,7,Friend,7,Hours,1,0,0,24,White,,Male,,,,
9443,6,3,6,Friend,19,Minutes,1,0,0,2,White,,Female,,,,
9443,7,6,7,Friend,6,Hours,1,0,0,22,Hispanic,,Male,,,,
9443,8,6,2,Don't know personally,2,Days,1,0,0,6,White,,Female,,,,
9443,9,5,5,Acquaintance,7,Hours,1,0,0,2,White,,Female,,,,
9443,10,2,2,Don't know personally,42,Minutes,1,0,0,13,White,,Female,,,,
9443,11,3,5,Acquaintance,10,Hours,1,0,0,25,White,,Male,,,,
9443,12,2,2,Don't know personally,1,Hours,1,0,0,6,White,,Male,,,,
9443,13,2,2,Don't know personally,9,Minutes,1,0,0,1,White,,Female,,,,
9443,14,2,4,Acquaintance,18,Minutes,1,0,0,4,White,,Female,,,,
9443,15,7,5,Acquaintance,1,Days,1,0,0,2,White,,Female,,,,
9443,16,6,6,Friend,2,Days,1,0,0,22,Hispanic,,Male,,,,
9443,17,5,4,Acquaintance,1,Days,1,0,0,2,White,,Female,,,,
9443,18,6,4,Acquaintance,1,Days,1,0,0,9,White,,Female,,,,
9443,19,7,6,Friend,8,Hours,1,0,0,25,White,,Female,,,,
9443,20,6,,,1,Hours,0,0,0,0,,,,,,,
9443,21,1,6,Friend,9,Hours,1,0,0,,White,,Female,,,,
9443,22,7,6,Friend,4,Hours,1,0,0,22,Hispanic,,Male,,,,
9443,23,5,1,Don't know personally,6,Hours,1,0,0,1,White,,Female,,,,
9443,24,6,3,Acquaintance,5,Minutes,1,0,0,6,White,,Female,,,,
