participant_id,order,familiarity (1-7),mutual_friends,race_RA_1,race_RA_2,gender,Notes,,manual_diag
4595,2,2,3,Black or African American,,male,,,0
4595,3,6,1,white,,female,,,0
4595,4,4,2,white,,female,,,0
4595,5,4,3,white,,female,,,0
4595,6,7,0,asian,,female,,,0
4595,7,1,1,white,asian,female,,,0
4595,8,1,25,asian,,female,,,0
4595,9,1,3,asian,,female,,,0
4595,10,1,1,asian,,female,,,0
4595,11,2,4,asian,,female,,,0
4595,12,3,2,asian,,male,,,0
4595,13,1,0,white,,male,,,0
4595,14,3,0,asian,,male,,,0
4595,15,4,1,asian,,female,,,0
4595,16,1,4,asian,,male,,,0
4595,17,1,7,asian,,male,,,0
4595,18,2,6,white,asian,female,,,0
4595,19,5,5,asian,,male,,,0
4595,20,1,2,asian,,female,,,0
4595,21,5,1,asian,,male,,,0
4595,22,1,2,asian,,female,,,0
4595,23,1,1,asian,,female,,,0
4595,24,1,0,asian,,female,,,0
4595,25,1,2,white,,female,,,0
4595,26,5,0,,,,no pfp,,0
4595,27,1,24,asian,,female,,,0
4595,28,2,2,asian,,male,,,0
4595,29,2,7,white,,female,,,0
4595,30,1,0,white,,female,,,0
4595,31,2,7,white,,female,,,0
4595,32,1,1,asian,,female,,,0
4595,33,1,15,asian,,male,,,0
4595,34,1,1,white,hispanic,male,,,0
4595,35,1,3,asian,,male,,,0
4595,36,1,1,asian,,female,,,0
4595,37,1,1,asian,,male,,,0
4595,38,1,1,asian,,male,,,0
4595,39,1,0,asian,,female,,,0
4595,40,1,1,Black or African American,,female,1,,0
4595,41,1,1,asian,,female,,,0
4595,42,1,1,asian,,female,,,0
4595,43,3,1,asian,,female,,,0
4595,44,3,1,asian,,female,,,0
4595,45,3,1,asian,,male,,,0
4595,46,1,2,asian,,male,,,0
4595,47,1,15,asian,,male,,,0
4595,48,1,4,asian,white,female,,,0
4595,49,1,2,asian,,male,,,0
4595,50,1,1,white,,female,,,0
4595,51,1,14,,,,cat profile,,0
4595,52,1,4,white,,male,,,0
4595,53,3,9,white,,female,,,0
4595,54,2,23,asian,,female,,,0
4595,55,1,7,asian,,female,,,0
4595,56,1,9,white,,female,,,0
4595,57,3,7,white,,female,,,0
4595,58,1,2,white,,male,,,0
4595,59,2,10,asian,,male,,,0
4595,60,1,1,asian,,male,,,0
7051,1,1,1,white,,female,,,0
7051,2,1,10,white,,male,,,0
7051,3,2,3,asian,,male,,,0
7051,4,3,1,white,,female,,,0
7051,5,4,22,white,,female,,,0
7051,6,1,16,white,,male,,,0
7051,7,3,2,white,,female,,,0
7051,8,2,16,hispanic,,female,,,0
7051,9,1,9,white,,female,,,0
7051,10,1,35,white,,male,,,0
7051,11,1,19,asian,,male,,,0
7051,12,2,3,white,,female,,,0
7051,13,1,4,hispanic,,female,,,0
7051,14,3,10,white,,female,,,0
7051,15,4,22,white,,female,,,0
7051,16,5,21,asian,,female,,,0
7051,17,1,2,white,,female,,,0
7051,18,2,4,white,,male,,,0
7051,19,1,3,white,,female,,,0
7051,20,1,3,white,,male,,,0
7051,21,1,28,hispanic,,male,,,0
7051,22,1,8,white,,female,,,0
7051,23,1,7,white,,male,,,0
7051,24,2,17,white,,female,,,0
7051,25,1,2,white,,male,,,0
7051,26,1,1,white,,female,,,0
7051,27,3,12,white,,female,,,0
7051,28,3,103,white,,male,,,0
7051,29,1,2,hispanic,,male,,,0
7051,30,1,13,Black or African American,,male,,,0
7051,31,1,26,white,,female,,,0
7051,32,1,2,white,,male,,,0
7051,33,1,7,Black or African American,,female,,,0
7051,34,3,3,white,,female,,,0
7051,35,1,6,white,,male,,,0
7051,36,3,10,white,,female,,,0
7051,37,1,11,white,hispanic,female,,,0
7051,38,1,2,Black or African American,,male,,,0
7051,39,1,36,white,,male,,,0
7051,40,1,8,white,,male,,,0
7051,41,2,10,white,,female,,,0
7051,42,1,15,white,,male,,,0
7051,43,1,4,asian,,non-binary,,,0
7051,44,1,4,asian,,male,,,0
7051,45,1,0,white,,female,,,0
7051,46,1,4,white,,male,,,0
7051,47,3,19,white,,female,,,0
7051,48,1,6,white,,female,,,0
7051,49,1,65,white,,female,,,0
7051,50,2,21,hispanic,,female,,,0
7051,51,1,0,,,,company,,0
7051,52,6,7,white,,male,,,0
7051,53,2,13,white,,male,,,0
7051,54,1,1,hispanic,,female,,,0
7051,55,1,81,white,,male,,,0
7051,56,1,1,white,,female,,,0
7051,57,1,3,white,,female,,,0
7051,58,1,1,white,,female,,,0
7051,59,2,11,Black or African American,,male,,,0
7051,60,1,19,hispanic,,male,,,0
7287,1,2,13,,,female,no pfp,,0
7287,2,2,6,asian,,female,,,0
7287,3,4,19,white,,female,,,0
7287,4,3,17,white,,female,,,0
7287,5,3,14,white,,female,,,0
7287,6,1,0,white,,female,,,0
7287,7,1,39,white,,female,,,0
7287,8,1,23,white,,female,,,0
7287,9,1,2,white,,female,,,0
7287,10,1,1,asian,,female,,,0
7287,11,1,13,hispanic,,female,,,0
7287,12,3,61,white,,female,,,0
7287,13,1,47,white,,female,,,0
7287,14,3,51,white,,female,,,0
7287,15,3,27,hispanic,,male,,,0
7287,16,3,42,hispanic,,male,,,0
7287,17,4,2,white,,female,,,0
7287,18,2,15,white,,female,,,0
7287,19,1,4,white,,female,,,0
7287,20,3,69,white,,female,,,0
7287,21,1,4,white,,female,,,0
7287,22,3,41,hispanic,,female,,,0
7287,23,5,20,white,,male,,,0
7287,24,1,1,hispanic,,female,,,0
7287,25,1,0,white,,female,,,0
7287,26,1,14,white,,male,,,0
7287,27,4,75,hispanic,,female,,,0
7287,28,1,21,white,,female,,,0
7287,29,1,0,,,male,no pfp,,0
7287,30,1,4,hispanic,,male,,,0
7287,31,1,39,white,,female,,,0
7287,32,1,1,hispanic,,female,,,0
7287,33,1,2,hispanic,,female,,,0
7287,34,1,4,white,,female,,,0
7287,35,3,62,Black or African American,,male,,,0
7287,36,2,34,white,,female,,,0
7287,37,1,2,white,,female,,,0
7287,38,1,9,white,,female,,,0
7287,39,4,41,white,,female,,,0
7287,40,1,0,white,,male,,,0
7287,41,3,0,white,,female,,,0
7287,42,1,3,hispanic,Black or African American,female,,,0
7287,43,1,6,white,,female,,,0
7287,44,1,1,asian,,female,,,0
7287,45,1,1,asian,,female,,,0
7287,46,1,3,hispanic,,female,,,0
7287,47,1,23,white,,female,,,0
7287,48,1,45,white,,female,,,0
7287,49,1,0,white,,female,,,0
7287,50,1,36,white,hispanic,female,,,0
7287,51,2,1,white,,female,,,0
7287,52,1,3,white,,male,,,0
7287,53,1,35,hispanic,white,female,,,0
7287,54,1,1,white,,female,,,0
7287,55,1,5,hispanic,,female,,,0
7287,56,4,23,white,,female,,,0
7287,57,1,3,white,,female,,,0
7287,58,3,33,white,hispanic,male,,,0
7287,59,1,4,white,,female,,,0
7287,60,1,9,hispanic,,female,,,0
4846,1,2,0,white,,female,,,0
4846,2,2,0,asian,,female,,,0
4846,3,1,0,white,,male,,,0
4846,4,1,0,white,,male,,,0
4846,5,2,64,asian,,female,,,0
4846,6,5,91,white,,female,,,0
4846,7,5,25,white,,female,,,0
4846,8,6,1,white,,male,,,0
4846,9,2,0,white,,female,,,0
4846,10,2,0,white,,female,,,0
4846,11,1,0,asian,,male,,,0
4846,12,2,1,white,,male,,,0
4846,13,2,0,asian,,male,,,0
4846,14,1,73,asian,,female,,,0
4846,15,4,0,white,,male,,,0
4846,16,1,40,white,,male,,,0
4846,17,6,32,asian,,female,,,0
4846,18,1,100,asian,,female,,,0
4846,19,1,0,white,,female,,,0
4846,20,1,0,white,,female,,,0
4846,21,7,2,asian,,female,,,0
4846,22,4,36,white,,male,,,0
4846,23,6,31,asian,,female,,,0
4846,24,1,0,asian,,female,,,0
4846,25,1,0,white,,female,,,0
4846,26,1,0,hispanic,,female,,,0
4846,27,1,0,white,,female,,,0
4846,28,1,0,white,,female,,,0
4846,29,1,0,white,,male,,,0
4846,30,1,64,asian,,female,,,0
4846,31,6,83,asian,,female,,,0
4846,32,1,9,white,,female,,,0
4846,33,1,67,black or African American,,female,,,0
4846,34,1,1,white,,female,,,0
4846,35,1,68,asian,,female,,,0
4846,36,1,71,asian,,male,,,0
4846,37,6,56,white,,female,,,0
4846,38,1,67,asian,,male,,,0
4846,39,2,0,white,,female,,,0
4846,40,1,1,asian,,female,,,0
4846,41,5,6,asian,,female,,,0
4846,42,2,35,white,,female,,,0
4846,43,4,18,white,,female,,,0
4846,44,4,47,black or African American,,female,,,0
4846,45,1,45,asian,,female,,,0
4846,46,1,43,asian,,female,,,0
4846,47,2,31,black or African American,,female,,,0
4846,48,1,6,,,,unidentifiable,,0
4846,49,1,93,asian,,female,,,0
4846,50,1,53,white,,female,,,0
4846,51,1,45,asian,,female,,,0
4846,52,1,31,white,,female,,,0
4846,53,1,71,asian,,female,,,0
4846,54,1,0,black or African American,,female,,,0
4846,55,2,67,hispanic,,female,,,0
4846,56,1,83,asian,,male,,,0
4846,57,1,66,asian,,female,,,0
4846,58,1,43,asian,,female,,,0
4846,59,5,44,white,,female,,,0
4846,60,5,20,asian,,female,,,0
6472,1,1,400,asian,,female,,,0
6472,2,1,108,white,,female,,,0
6472,3,5,239,asian,,male,,,0
6472,4,2,131,asian,,female,,,0
6472,5,1,5,asian,,female,,,0
6472,6,1,3,white,,male,,,0
6472,7,7,0,white,,female,,,0
6472,8,1,5,asian,,male,,,0
6472,9,1,46,asian,,male,,,0
6472,10,2,46,asian,,female,,,0
6472,11,2,151,asian,,male,,,0
6472,12,1,30,white,,female,,,0
6472,13,2,62,asian,,female,,,0
6472,14,1,88,asian,,male,,,0
6472,15,6,46,asian,,female,,,0
6472,16,1,45,asian,,female,,,0
6472,17,1,60,asian,,female,,,0
6472,18,1,60,asian,,male,,,0
6472,19,1,35,asian,,male,,,0
6472,20,5,23,asian,,male,,,0
6472,21,6,183,asian,,male,,,0
6472,22,1,80,asian,hispanics,male,,,0
6472,23,1,181,white,,male,,,0
6472,24,2,138,asian,,male,,,0
6472,25,1,6,asian,,male,,,0
6472,26,1,28,asian,,male,,,0
6472,27,2,87,asian,,male,,,0
6472,28,1,65,asian,,male,,,0
6472,29,1,87,asian,,female,,,0
6472,30,1,59,asian,,male,,,0
6472,31,1,41,asian,,male,,,0
6472,32,1,39,white,,male,,,0
6472,33,2,5,white,,female,,,0
6472,34,1,65,hispanic,,female,,,0
6472,35,1,84,asian,,female,,,0
6472,36,1,42,asian,,male,,,0
6472,37,1,49,asian,,male,,,0
6472,38,1,51,asian,,male,,,0
6472,39,1,112,black or African American,,male,,,0
6472,40,1,57,asian,,male,,,0
6472,41,4,138,white,,male,,,0
6472,42,1,82,asian,,female,,,0
6472,43,2,101,asian,,male,,,0
6472,44,2,128,asian,,female,,,0
6472,45,2,150,asian,,male,,,0
6472,46,1,35,asian,,male,,,0
6472,47,1,10,asian,,female,,,0
6472,48,1,8,white,,male,,,0
6472,49,1,25,white,,female,,,0
6472,50,1,28,white,,male,,,0
6472,51,1,7,hispanic,,male,,,0
6472,52,3,69,asian,,female,,,0
6472,53,1,58,asian,,male,,,0
6472,54,1,31,asian,,male,,,0
6472,55,1,16,asian,,female,,,0
6472,56,1,69,asian,,male,,,0
6472,57,1,22,hispanic,,male,,,0
6472,58,1,3,asian,,male,,,0
6472,59,3,76,asian,,female,,,0
6472,60,1,90,asian,,male,,,0
2534,1,5,58,white,,female,,,0
2534,2,1,4,white,,female,,,0
2534,3,7,52,white,,female,,,0
2534,4,6,35,white,,female,,,0
2534,5,6,20,white,,male,,,0
2534,6,4,0,asian,,male,,,0
2534,7,2,33,hispanic,,female,,,0
2534,8,1,6,white,,female,,,0
2534,9,2,40,asian,,female,,,0
2534,10,1,3,asian,,male,,,0
2534,11,7,13,white,Hispanic,male,,,0
2534,12,6,51,white,,male,,,0
2534,13,6,25,white,,female,,,0
2534,14,6,29,white,,female,,,0
2534,15,5,27,white,,female,,,0
2534,16,2,35,white,,male,,,0
2534,17,1,2,white,,female,,,0
2534,18,1,11,white,,male,,,0
2534,19,5,47,white,,female,,,0
2534,20,4,45,black or African American,,female,,,0
2534,21,1,4,white,,male,,,0
2534,22,4,21,white,,male,,,0
2534,23,1,9,white,,female,,,0
2534,24,1,8,white,,male,,,0
2534,25,3,8,white,,female,,,0
2534,26,1,8,white,,female,,,0
2534,27,2,5,white,,female,,,0
2534,28,1,8,white,,female,,,0
2534,29,2,33,white,,female,,,0
2534,30,1,4,,,,unidentifiable,,0
2534,31,3,6,white,,female,,,0
2534,32,3,29,black or African American,,female,,,0
2534,33,1,26,white,,male,,,0
2534,34,2,11,white,,male,,,0
2534,35,2,36,,,,unidentifiable,,0
2534,36,4,8,white,,female,,,0
2534,37,2,13,white,,male,,,0
2534,38,1,2,hispanic,,female,,,0
2534,39,4,9,white,,female,,,0
2534,40,3,50,white,,male,,,0
2534,41,4,56,white,,female,,,0
2534,42,3,29,white,,female,,,0
2534,43,6,37,black or African American,,female,,,0
2534,44,6,48,asian,,male,,,0
2534,45,4,52,white,,male,,,0
2534,46,4,2,white,,male,,,0
2534,47,2,21,white,,female,,,0
2534,48,1,5,white,,male,,,0
2534,49,1,9,white,,male,,,0
2534,50,3,1,white,asian,female,,,0
2534,51,3,5,,,,unidentifiable,,0
2534,52,3,9,black or African American,white,male,,,0
2534,53,1,5,white,,female,,,0
2534,54,5,22,white,,male,,,0
2534,55,1,6,white,,female,,,0
2534,56,2,46,white,,female,,,0
2534,57,1,17,white,,female,,,0
2534,58,3,10,white,,female,,,0
2534,59,3,8,white,,male,,,0
2534,60,2,6,white,,male,,,0
2957,1,6,0,White,,Female,,,0
2957,2,1,47,White,,Female,,,0
2957,3,1,1,White,,Male,,,0
2957,4,7,0,Hispanic,,Male,,,0
2957,5,1,37,Asian,,Male,,,0
2957,6,1,83,Asian,,Female,,,0
2957,7,2,81,White,,Male,,,0
2957,8,1,151,Asian,,Female,,,0
2957,9,1,11,Black or African American,,Male,,,0
2957,10,1,19,White,,Male,,,0
2957,11,7,43,White,,Male,,,0
2957,12,5,62,White,,Female,,,0
2957,13,1,53,White,,Female,,,0
2957,14,1,3,,,,Unidentifiable,,0
2957,15,1,21,White,,Female,,,0
2957,16,1,31,White,,Female,,,0
2957,17,1,59,Hispanic,,Female,,,0
2957,18,1,57,Asian,,Female,,,0
2957,19,1,52,Black or African American,,Female,,,0
2957,20,4,84,White,,Female,,,0
2957,21,1,27,White,,Male,,,0
2957,22,1,55,White,,Male,,,0
2957,23,1,42,Black or African American,,Female,,,0
2957,24,2,61,Asian,,Male,,,0
2957,25,1,22,White,,Female,,,0
2957,26,1,33,Black or African American,,Male,,,0
2957,27,1,15,White,,Female,,,0
2957,28,2,32,Asian,,Male,,,0
2957,29,1,97,Black or African American,,Male,,,0
2957,30,6,1,White,,Female,,,0
2957,31,1,0,Hispanic,White,Male,,,0
2957,32,2,64,White,,Female,,,0
2957,33,5,114,White,,Female,,,0
2957,34,1,4,Asian,,Male,,,0
2957,35,1,17,Asian,,Female,,,0
2957,36,1,2,White,,Male,,,0
2957,37,1,47,White,,Male,,,0
2957,38,2,77,White,,Male,,,0
2957,39,1,0,,,,"Unidentifiable 'Karma Drubery Nunnery""",,0
2957,40,1,49,White,,Male,,,0
2957,41,1,68,Asian,,Male,,,0
2957,42,1,80,White,,Male,,,0
2957,43,1,116,Asian,,Female,,,0
2957,44,4,3,White,,Female,,,0
2957,45,2,10,White,,Female,,,0
2957,46,2,29,Asian,,Male,,,0
2957,47,1,0,Hispanic,,Female,,,0
2957,48,1,19,White,,Female,,,0
2957,49,1,45,Asian,,Male,,,0
2957,50,1,1,White,,Female,,,0
2957,51,1,1,Asian,,Male,,,0
2957,52,6,143,Black or African American,,Male,,,0
2957,53,6,54,White,,Male,,,0
2957,54,3,47,White,,Female,,,0
2957,55,1,72,Asian,,Female,,,0
2957,56,1,11,White,,Female,,,0
2957,57,2,105,Asian,Hawaiian Native or Pacific Islander,Male,,,0
2957,58,2,59,White,,Male,,,0
2957,59,5,35,White,,Female,,,0
2957,60,1,54,Asian,,Female,,,0
9567,1,5,11,White,,Female,,,0
9567,2,6,1,White,,Female,,,0
9567,3,1,1,,,,u,,0
9567,4,6,2,Hispanic,,Female,,,0
9567,5,3,6,Hispanic,,Male,,,0
9567,6,1,4,Black or African American,,Male,,,0
9567,7,2,2,Asian,,Female,,,0
9567,8,1,6,Black or African American,,Female,,,0
9567,9,1,12,Asian,,Female,,,0
9567,10,7,5,Asian,,Male,,,0
9567,11,5,30,White,,Female,,,0
9567,12,1,5,White,,Male,,,0
9567,13,4,25,White,,Male,,,0
9567,14,7,142,Asian,,Male,,,0
9567,15,1,59,White,,Female,,,0
9567,16,1,1,Asian,,Male,,,0
9567,17,1,31,White,,Male,,,0
9567,18,7,38,Asian,,Female,,,0
9567,19,2,34,Asian,,Female,,,0
9567,20,1,1,Asian,,Female,,,0
9567,21,1,17,White,,Male,,,0
9567,22,5,38,White,,Male,,,0
9567,23,5,53,Asian,American Indian or Alaska Native,Male,,,0
9567,24,7,4,White,,Male,,,0
9567,25,6,37,White,,Male,,,0
9567,26,6,32,Asian,,Female,,,0
9567,27,1,32,Asian,,Female,,,0
9567,28,3,28,White,,Male,,,0
9567,29,4,36,White,,Male,,,0
9567,30,5,14,White,,Male,,,0
9567,31,1,18,White,,Male,,,0
9567,32,1,8,Hispanic,,Male,,,0
9567,33,1,13,White,,Male,,,0
9567,34,1,20,Asian,,Male,,,0
9567,35,1,28,White,,Male,,,0
9567,36,1,28,White,,Male,,,0
9567,37,1,19,White,,Male,,,0
9567,38,3,18,White,,Male,,,0
9567,39,1,7,Asian,,Male,,,0
9567,40,7,206,Asian,,Female,,,0
9567,41,1,28,Asian,,Female,,,0
9567,42,3,14,Hispanic,,Male,,,0
9567,43,1,8,Asian,,Female,,,0
9567,44,1,16,Asian,,Female,,,0
9567,45,1,10,White,,Male,,,0
9567,46,5,15,White,,Male,,,0
9567,47,1,15,White,Black or African American,Male,,,0
9567,48,1,20,White,,Male,,,0
9567,49,1,29,White,,Male,,,0
9567,50,1,15,White,Asian,Female,,,0
9567,51,1,28,Asian,,Male,,,0
9567,52,1,1,Asian,White,Female,,,0
9567,53,1,3,White,,Male,,,0
9567,54,1,26,Asian,,Male,,,0
9567,55,1,13,White,,Non-binary,,,0
9567,56,1,34,White,,Female,,,0
9567,57,3,90,Asian,,Female,,,0
9567,58,1,21,Asian,,Male,,,0
9567,59,1,7,White,,Male,,,0
9567,60,4,39,White,,Male,,,0
9509,1,5,88,White,,Female,,,0
9509,2,5,56,White,,Male,,,0
9509,3,5,29,White,,Female,,,0
9509,4,6,92,Asian,,Female,,,0
9509,5,5,82,Asian,,Female,,,0
9509,6,5,35,White,,Female,,,0
9509,7,5,34,White,,Male,,,0
9509,8,4,10,White,,Female,,,0
9509,9,2,1,Asian,,Male,,,0
9509,10,5,29,White,,Male,,,0
9509,11,5,68,Asian,,Male,,,0
9509,12,5,88,White,,Male,,,0
9509,13,6,56,White,,Male,,,0
9509,14,5,67,White,,Male,,,0
9509,15,5,66,Asian,,Female,,,0
9509,16,5,50,Black or African American,,Female,,,0
9509,17,5,42,White,,Male,,,0
9509,18,4,32,White,,Male,,,0
9509,19,3,7,White,,Male,,,0
9509,20,4,39,Asian,,Male,,,0
9509,21,5,40,White,,Male,,,0
9509,22,4,34,Asian,,Female,,,0
9509,23,5,31,White,Black or African American,Male,,,0
9509,24,4,16,Asian,,Male,,,0
9509,25,6,17,Asian,,Male,,,0
9509,26,4,36,Asian,Hispanic,Female,,,0
9509,27,4,26,White,,Male,,,0
9509,28,1,0,Asian,,Male,baby's profile,,0
9509,29,4,16,White,,Male,,,0
9509,30,4,58,White,,Male,,,0
9509,31,5,21,White,,Male,,,0
9509,32,4,74,Asian,,Male,,,0
9509,33,4,18,Asian,,Female,,,0
9509,34,1,6,White,,Female,,,0
9509,35,1,6,White,,Female,,,0
9509,36,4,32,White,,Male,,,0
9509,37,5,10,White,,Male,,,0
9509,38,5,53,White,,Male,,,0
9509,39,3,4,Asian,,Female,,,0
9509,40,5,85,Asian,,Female,,,0
9509,41,5,27,Black or African American,,Male,,,0
9509,42,5,81,Asian,,Male,,,0
9509,43,4,47,White,,Male,,,0
9509,44,4,39,White,,Male,,,0
9509,45,5,1,Asian,,Male,hesitated,,0
9509,46,4,8,White,,Male,,,0
9509,47,4,15,Asian,,Female,,,0
9509,48,3,8,White,,Male,"""these are getting tougher and tougher""",,0
9509,49,4,30,Asian,,Female,,,0
9509,50,4,69,White,,Male,,,0
9509,51,5,43,White,,Male,,,0
9509,52,4,38,Asian,,Female,,,0
9509,53,4,49,Asian,,Female,,,0
9509,54,4,57,White,,Female,,,0
9509,55,4,53,White,,Female,,,0
9509,56,4,25,Hispanic,,Female,,,0
9509,57,6,25,Asian,,Male,added,,0
9509,58,4,39,Hispanic,White,Male,,,0
9509,59,4,51,White,,Female,,,0
9509,60,4,108,Black or African American,,Male,,,0
6025,1,3,16,black or African American,,male,,,0
6025,2,1,5,black or African American,,female,,,0
6025,3,5,0,black or African American,,female,,,0
6025,4,6,8,black or African American,,female,,,0
6025,5,1,3,black or African American,,male,,,0
6025,6,1,3,black or African American,,male,,,0
6025,7,1,19,black or African American,,male,,,0
6025,8,1,5,black or African American,,male,,,0
6025,9,1,2,black or African American,,male,,,0
6025,10,1,7,black or African American,,female,,,0
6025,11,6,5,black or African American,,female,,,0
6025,12,3,26,black or African American,,female,,,0
6025,13,6,1,black or African American,,male,,,0
6025,14,4,8,black or African American,,female,,,0
6025,15,1,2,black or African American,,female,,,0
6025,16,5,8,black or African American,,female,,,0
6025,17,1,15,black or African American,,female,,,0
6025,18,3,26,black or African American,,female,,,0
6025,19,5,0,black or African American,,male,,,0
6025,20,4,6,black or African American,,male,,,0
6025,21,1,36,black or African American,,female,,,0
6025,22,4,3,black or African American,,female,,,0
6025,23,4,2,white,,male,,,0
6025,24,4,16,black or African American,,female,,,0
6025,25,6,11,black or African American,,female,,,0
6025,26,1,7,black or African American,,female,,,0
6025,27,1,1,black or African American,,female,,,0
6025,28,5,6,black or African American,,male,,,0
6025,29,1,0,black or African American,,female,,,0
6025,30,1,5,black or African American,,male,,,0
6025,31,1,7,black or African American,,female,,,0
6025,32,1,0,black or African American,,female,,,0
6025,33,4,7,black or African American,,female,,,0
6025,34,1,29,black or African American,,female,,,0
6025,35,1,8,black or African American,,male,,,0
6025,36,1,8,black or African American,,male,,,0
6025,37,2,10,black or African American,,male,,,0
6025,38,1,4,black or African American,,male,,,0
6025,39,1,0,black or African American,,female,,,0
6025,40,5,18,black or African American,,female,,,0
6025,41,1,36,black or African American,,female,,,0
6025,42,5,2,asian,,male,,,0
6025,43,1,3,black or African American,,female,,,0
6025,44,1,7,black or African American,,male,,,0
6025,45,5,26,black or African American,,female,,,0
6025,46,1,0,black or African American,hispanic,female,,,0
6025,47,1,6,black or African American,,male,,,0
6025,48,1,33,black or African American,,female,,,0
6025,49,1,22,black or African American,,female,,,0
6025,50,1,2,black or African American,,female,,,0
6025,51,2,5,white,,female,,,0
6025,52,1,0,black or African American,,female,,,0
6025,53,4,11,white,,female,,,0
6025,54,4,4,black or African American,,female,,,0
6025,55,1,2,black or African American,,female,,,0
6025,56,5,13,black or African American,,female,,,0
6025,57,1,8,black or African American,,female,,,0
6025,58,1,4,black or African American,,male,,,0
6025,59,1,26,black or African American,,female,,,0
6025,60,1,26,black or African American,,male,,,0
6087,1,3,19,Asian,,Male,,,0
6087,2,1,1,White,,Male,,,0
6087,3,3,3,Asian,,Female,,,0
6087,4,5,27,Asian,,Female,,,0
6087,5,1,10,Asian,,Male,,,0
6087,6,2,12,Asian,,Male,,,0
6087,7,1,2,Black or African American,,Female,,,0
6087,8,6,12,Asian,,Male,,,0
6087,9,1,13,Asian,,Male,,,0
6087,10,6,27,Asian,,Male,,,0
6087,11,7,6,Asian,White,Female,Added,,0
6087,12,7,58,Asian,,Male,Added,,0
6087,13,6,27,Asian,,Female,Added,,0
6087,14,5,15,Asian,,Female,,,0
6087,15,4,46,Asian,,Female,Added,,0
6087,16,2,23,Asian,,Male,,,0
6087,17,1,13,Asian,,Male,,,0
6087,18,2,34,Asian,,Female,,,0
6087,19,2,14,Asian,,Female,,,0
6087,20,2,15,Asian,,Female,,,0
6087,21,3,73,White,,Male,,,0
6087,22,4,3,White,,Female,,,0
6087,23,4,24,Asian,,Male,Added,,0
6087,24,3,35,White,,Female,Added,,0
6087,25,1,11,Asian,,Male,,,0
6087,26,5,32,Asian,,Male,Added,,0
6087,27,1,4,White,,Male,,,0
6087,28,1,26,White,,Female,,,0
6087,29,1,16,Hispanic,,Female,,,0
6087,30,3,4,White,,Male,,,0
6087,31,6,37,Asian,,Male,Added,,0
6087,32,1,1,Hispanic,,Male,,,0
6087,33,1,9,Asian,,Female,,,0
6087,34,5,7,American Indian or Alaska Native,,Male,Added,,0
6087,35,2,29,Hispanic,,Male,,,0
6087,36,4,30,Asian,,Male,,,0
6087,37,6,40,Asian,,Male,Added,,0
6087,38,4,86,Asian,,Male,,,0
6087,39,3,35,White,,Male,,,0
6087,40,2,6,Asian,,Male,,,0
6087,41,5,109,White,,Male,,,0
6087,42,1,3,Asian,,Male,,,0
6087,43,5,66,White,,Male,,,0
6087,44,2,14,Asian,,Male,,,0
6087,45,7,10,White,,Male,Added,,0
6087,46,1,3,Asian,,Male,,,0
6087,47,1,10,Asian,,Female,,,0
6087,48,3,30,Asian,,Male,,,0
6087,49,3,39,Asian,,Female,,,0
6087,50,4,26,White,,Male,,,0
6087,51,4,98,Asian,,Female,Added,,0
6087,52,1,6,White,,Female,,,0
6087,53,4,31,White,,Female,,,0
6087,54,5,29,White,,Female,,,0
6087,55,3,41,Asian,,Male,,,0
6087,56,4,41,Asian,,Male,,,0
6087,57,1,4,Black or African American,,Male,,,0
6087,58,4,35,Asian,,Male,,,0
6087,59,4,19,White,,Female,,,0
6087,60,3,34,Asian,,Female,"Particpant scrolled on further, and added people lower than the first 60",,0
5529,1,1,17,White,,Female,,,0
5529,2,1,1,Hispanic,,Female,,,0
5529,3,3,16,Hispanic,,Male,,,0
5529,4,1,4,Asian,,Male,,,0
5529,5,1,0,,,,"Unidentifiable ""Ristoratori Toscani Arezzo""",,0
5529,6,1,6,White,,Male,,,0
5529,7,1,2,White,,Female,,,0
5529,8,1,1,Black or African American,,Male,,,0
5529,9,1,0,,,,"Unidentifiable ""Menominee Parks""",,0
5529,10,1,3,White,,Female,,,0
5529,11,2,17,White,,Male,,,0
5529,12,2,2,,,,"Unidentifiable ""Calvary Baptist""",,0
5529,13,1,5,Black or African American,,Male,,,0
5529,14,1,0,Black or African American,,Female,,,0
5529,15,2,17,White,,Male,,,0
5529,16,3,8,White,,Female,,,0
5529,17,1,1,Hispanic,,Female,,,0
5529,18,1,1,White,,Male,,,0
5529,19,1,0,,,,"Unidentifiable ""Candor Arts""",,0
5529,20,1,1,Asian,,Female,,,0
5529,21,1,9,Black or African American,Hispanic,Male,,,0
5529,22,1,8,White,,Male,,,0
5529,23,4,0,White,,Male,,,0
5529,24,1,4,Black or African American,,Female,,,0
5529,25,1,1,White,,Male,,,0
5529,26,7,6,White,,Female,"Participant said that they are ""already friends""",,0
5529,27,2,7,Hispanic,,Female,,,0
5529,28,1,7,Asian,,Female,,,0
5529,29,1,0,,,,"Unidentifiable ""Cicero Parking""",,0
5529,30,1,3,Asian,,Male,,,0
5529,31,1,7,Black or African American,,Female,,,0
5529,32,5,13,White,,Male,,,0
5529,33,7,10,Asian,,Male,,,0
5529,34,1,4,Black or African American,,Male,,,0
5529,35,1,3,White,,Female,,,0
5529,36,1,1,Black or African American,,Male,,,0
5529,37,1,2,Asian,,Male,,,0
